"","Person","PostID","Score","ViewCount","QTime","HourQTime","Response_hour","Rep","Up","Down"
"6625",7482,21601,6,556,15363.3278241551,7,573.007582222223,283,48,3
"6626",4054,21613,6,3907,15363.4586257755,11,18.9780611111058,495,0,0
"6628",8713,21619,2,3101,15363.5775783912,13,6.55630277779367,11,0,0
"6629",741,21623,5,143,15363.6267303588,15,15827.7226972222,262,6,0
"6632",8109,21630,0,309,15363.7297833681,17,0.353277777764532,103,2,0
"6633",8719,21631,2,448,15363.7345173958,17,23.8621555555529,13,0,0
"6635",62,21637,0,536,15363.8333738426,20,8.16712583329942,549,13,3
"6636",8686,21638,2,267,15363.7153204861,17,0.426125833325916,256,34,0
"6638",8725,21649,0,719,15363.9521556366,22,0.195250000026491,101,0,0
"6639",8729,21655,0,115,15364.021915162,0,1.78005833334393,1,0,0
"6640",8730,21656,8,187,15364.0224275116,0,3.17620166665978,43,0,0
"6641",6096,21658,0,177,15364.1226037037,2,1.62194166666932,719,113,2
"6642",3125,21659,3,2274,15364.147833912,3,15.6057519444492,582,3,0
"6643",8733,21665,2,236,15364.246630787,5,14.1412194444074,84,2,0
"6644",8732,21668,0,332,15364.2630089931,6,17.960782222218,101,3,0
"6645",8686,21673,0,153,15364.348796794,8,0.302178888916969,256,34,0
"6646",8736,21676,0,156,15364.4333361458,10,16.1114872222477,1,0,0
"6647",7952,21677,3,204,15364.4384646644,10,175.61036833326,136,2,0
"6648",8739,21679,0,187,15364.4605926273,11,9.72388166666031,3,0,0
"6649",1643,21681,2,2232,15364.5034587153,12,22.4336019444466,615,195,0
"6651",2405,21685,1,570,15364.5989106829,14,127.956072222259,191,12,0
"6652",226,21687,1,239,15364.6025366551,14,9.45735638890002,1293,55,0
"6653",8109,21689,1,60,15364.6051345255,14,0.224372222158644,103,2,0
"6654",1150,21691,8,2126,15364.6183324884,14,25.5035238888529,585,25,0
"6655",5397,21692,1,1236,15364.6344090278,15,0.334613055520588,177,0,0
"6656",8686,21695,1,84,15364.6636410532,15,25.7269730556011,256,34,0
"6657",8109,21698,3,211,15364.7285023148,17,6.94347972220845,103,2,0
"6658",2149,21700,0,701,15364.7316678241,17,557.113675000005,120,17,0
"6659",7910,21705,2,301,15364.7797196759,18,6225.5090666667,28,0,0
"6661",2063,21717,7,11002,15364.8482370718,20,76.0490852777163,185,1,0
"6662",1079,21718,3,115,15364.8629164352,20,7.74495083332062,192,8,0
"6663",8749,21720,1,1149,15364.8994451042,21,0.50453694442908,6,0,0
"6664",8560,21722,1,274,15364.9359211458,22,19.0490155555805,217,18,0
"6665",6446,21724,2,224,15364.9380100694,22,0.544975000023842,1396,93,0
"6666",2728,21725,0,90,15364.9388189468,22,1.13735722223918,926,7,0
"6667",6096,21727,1,445,15364.9788111111,23,1.52268250001801,719,113,2
"6668",5546,21735,3,3536,15365.0526372338,1,1.2236916667223,482,4,0
"6669",5546,21736,1,555,15365.0570695602,1,17.1424750000238,482,4,0
"6670",5546,21738,7,4636,15365.0631321759,1,0.535611111124357,482,4,0
"6671",4127,21742,0,245,15365.1108770486,2,108.501950833334,261,8,0
"6672",8752,21745,1,414,15365.2894822106,6,5.54375194443597,6,0,0
"6673",6096,21747,1,559,15365.315009838,7,0.990404722226991,719,113,2
"6674",8753,21748,4,145,15365.3224804398,7,1.17621666669846,23,3,0
"6675",8748,21752,3,482,15365.4513767361,10,0.214723055561384,31,1,0
"6676",8755,21754,0,421,15365.4610971875,11,8.16177027781804,6,0,0
"6677",4054,21760,10,991,15365.5393013542,12,13964.4798083333,495,0,0
"6678",5397,21762,0,158,15365.5660094097,13,0.520571388867166,177,0,0
"6679",8758,21767,1,131,15365.6390888079,15,2.88052500002914,118,2,0
"6680",8741,21768,2,754,15365.6442944444,15,1.21075000001325,11,0,0
"6681",8760,21770,6,1801,15365.6607062847,15,0.292192777792613,41,2,0
"6682",8289,21771,1,2451,15365.6690577546,16,37.7531500000424,414,62,0
"6683",8541,21775,0,226,15365.6962402778,16,3.13033138884438,65,3,0
"6684",8109,21776,0,108,15365.6970457523,16,2.422785277764,103,2,0
"6685",364,21783,1,98,15365.7903065162,18,0.591667777763473,5442,115,2
"6687",6072,21790,1,619,15365.9821974884,23,0.348340833319558,365,13,3
"6690",8114,21807,5,891,15366.5299015046,12,2.19768694447147,311,26,3
"6691",8780,21808,1,269,15366.5626697569,13,0.623036111129655,8,0,0
"6692",8778,21809,8,512,15366.5773102199,13,1.27725277781487,143,0,0
"6693",8781,21811,2,1639,15366.6043937153,14,4.47020083328088,59,3,0
"6694",8783,21815,2,1208,15366.6567323727,15,0.707807222207387,565,22,0
"6695",5546,21818,4,208,15366.6941575231,16,2.40979527778096,482,4,0
"6696",6875,21822,19,1396,15366.7286443634,17,4.10452888886134,276,8,0
"6697",8789,21825,7,1580,15366.7944698264,19,1.64565277775129,36,0,0
"6698",8523,21827,0,97,15366.8567385764,20,0.258916666640176,101,10,0
"6699",6096,21831,2,406,15366.8773279282,21,55.194636111127,719,113,2
"6700",3845,21832,0,173,15366.8847787847,21,0.346654444403119,51,0,0
"6701",8402,21833,3,384,15366.8969451736,21,16.5232769444916,5564,270,44
"6703",6,21843,2,122,15367.0479225347,1,35.5385147222545,457,47,0
"6704",8793,21844,6,3613,15367.0720144329,1,46.6202841666672,31,0,0
"6706",30,21850,5,718,15367.1732164352,4,13.5217222221692,2185,40,3
"6707",2485,21851,4,345,15367.2027658912,4,17.7430630555418,2012,458,17
"6708",6096,21854,2,2969,15367.275081794,6,0.602015555567212,719,113,2
"6709",6579,21868,7,758,15367.4703109144,11,59.2241261111365,506,298,0
"6710",7770,21872,2,872,15367.6592292824,15,0.184550833304723,28,0,0
"6711",8560,21875,2,748,15367.748290625,17,5.21915916668044,217,18,0
"6712",8801,21885,3,444,15367.8953398495,21,0.287179722256131,116,0,0
"6713",8804,21889,1,187,15367.9738381134,23,2.42387222223812,6,0,0
"6715",8803,21896,16,1260,15367.8842158565,21,9.88277777777778,183,2,0
"6716",8809,21900,6,307,15368.2905326042,6,0.980117500027021,70,1,0
"6717",7064,21907,3,801,15368.5325227662,12,1.13704444448153,254,6,0
"6718",562,21910,3,245,15368.6292081366,15,844.677106666697,173,6,0
"6719",4559,21911,3,202,15368.7131861111,17,0.523404722213745,724,72,0
"6720",8812,21914,4,911,15368.7474444792,17,1.15175555553701,114,1,0
"6721",5264,21919,3,693,15368.804018669,19,0.602145555549198,911,75,1
"6722",7064,21920,2,207,15368.8046621528,19,117.067532500029,254,6,0
"6723",8820,21922,2,189,15368.8753747338,21,5.96733888891008,13,0,0
"6725",6096,21927,-1,1532,15369.0515158218,1,20.3618516666359,719,113,2
"6726",8828,21933,6,434,15369.2136940972,5,3.1985444444418,131,3,0
"6727",8830,21935,1,605,15369.3188808218,7,0.421001111136542,6,0,0
"6729",8833,21940,-8,189,15369.4411676736,10,11.5860988888476,1,0,0
"6730",8836,21944,2,354,15369.4782085995,11,0.284490000009537,13,0,0
"6731",8832,21946,1,104,15369.2014266551,4,5.81100749995973,108,1,0
"6732",6412,21949,2,583,15369.5693077199,13,104.082169444429,182,13,0
"6733",8112,21955,2,688,15369.6885234954,16,1.01390277776453,443,10,0
"6734",364,21957,1,75,15369.7194548958,17,1.15869444449743,5442,115,2
"6735",5397,21960,1,5193,15369.7531612269,18,0.734942499929004,177,0,0
"6736",5429,21964,5,2413,15369.776193206,18,5.10049361109734,1855,406,1
"6737",5738,21967,4,239,15369.7866658565,18,0.178586944407887,125,0,0
"6739",8844,21971,2,145,15369.804665081,19,0.356180555555556,35,3,0
"6740",847,21976,4,110,15369.8763214468,21,0.181719444460339,591,15,0
"6741",8849,21983,-7,326,15369.9282215278,22,4.70510638892651,61,1,0
"6744",2513,21995,4,334,15370.105578669,2,793.216684166657,399,68,0
"6745",8847,21997,0,1611,15370.1348864583,3,0.137385277748108,13,0,0
"6746",8854,21999,4,1177,15370.1543046296,3,0.395714722209507,21,0,0
"6748",2403,22003,0,106,15370.2747819097,6,5.35633972220951,378,5,0
"6749",6369,22009,12,913,15370.3830756597,9,1.07011555552483,515,120,7
"6751",8724,22017,7,663,15370.6292337153,15,12141.1851075,893,50,4
"6752",8865,22021,4,4233,15370.663912037,15,3.40118249999152,123,2,0
"6753",6877,22023,3,414,15370.7221677894,17,2.89148972226514,429,19,0
"6754",4872,22027,1,410,15370.8151018519,19,0.271424166692628,1183,157,15
"6755",7515,22028,2,364,15370.8242863079,19,38.588964722289,410,104,1
"6756",8870,22029,6,2147,15370.8261211458,19,10397.6516016666,31,0,0
"6757",8873,22034,2,204,15370.9466407407,22,11.1313480555349,16,0,0
"6758",686,22035,9,2086,15370.9490443287,22,182.934477777746,44152,2156,82
"6759",8847,22036,1,755,15370.9657018866,23,0.957835277716319,13,0,0
"6760",8875,22037,3,155,15370.9745393171,23,2.55228333334128,16,0,0
"6761",8872,22038,1,50,15370.9779924421,23,1.85367666668362,106,1,0
"6762",8560,22039,0,89,15370.9788145486,23,15.9903194444047,217,18,0
"6763",7972,22040,11,344,15370.9880566782,23,0.743168333305253,11631,1230,187
"6765",7795,22045,2,232,15371.0518609144,1,0.230219444433848,937,128,0
"6768",6096,22053,1,254,15371.144203588,3,13.5231702777412,719,113,2
"6769",8882,22054,2,338,15371.2220912384,5,5.93212055550681,41,0,0
"6772",8882,22061,4,350,15371.4371308218,10,0.679952777822812,41,0,0
"6773",8173,22064,1,1321,15371.508477581,12,2.64811944444974,30,0,0
"6775",8781,22066,4,623,15371.5784905093,13,14.0943916666508,59,3,0
"6776",8781,22068,1,813,15371.5950241898,14,6.61657222224606,59,3,0
"6777",8890,22069,1,336,15371.5985999653,14,1.37372777779897,6,0,0
"6778",8938,22071,8,2037,15370.5858679398,14,28.9289563888974,41,0,0
"6779",7928,22073,2,577,15371.6154263542,14,117.774506388903,185,6,0
"6780",4872,22080,4,333,15371.6765109954,16,0.785088055597411,1183,157,15
"6781",8884,22084,5,588,15371.6812501505,16,5.35765388886134,78,4,0
"6782",7411,22085,8,2371,15371.6824346412,16,0.277061111132304,583,84,0
"6783",4872,22091,3,102,15371.7233269329,17,4.43620833330684,1183,157,15
"6784",8896,22093,2,126,15371.7453919329,17,2.54440833336777,11,0,0
"6785",8895,22094,2,564,15371.746455787,17,15.9955130555232,111,3,0
"6786",3026,22098,3,982,15371.7846554051,18,36.5134138888783,844,1,0
"6787",8900,22106,2,410,15371.8565795949,20,0.912257222202089,113,1,0
"6788",8781,22116,1,619,15371.9051136921,21,11.326331666708,59,3,0
"6789",8724,22118,4,313,15371.9064650116,21,0.191072222193082,893,50,4
"6790",601,22125,6,166,15371.9659363426,23,4.52538333329889,13478,283,17
"6791",7776,22128,2,344,15372.0018015046,0,1132.0390008333,115,0,0
"6792",5252,22133,2,124,15372.1066647338,2,16.1196455555492,160,2,0
"6793",8910,22135,0,386,15372.1200733449,2,567.165400000016,3,0,0
"6794",8911,22136,1,563,15372.1267104514,3,2.38908444444338,6,0,0
"6795",8912,22137,1,96,15372.1301357986,3,4.38177611105972,6,0,0
"6796",5464,22143,2,1201,15372.3142779282,7,1.20571777780851,384,8,1
"6797",8915,22144,1,129,15371.6619739583,15,18.7281491667032,108,0,0
"6798",5509,22148,2,224,15372.3896594097,9,0.369845555557145,1403,161,7
"6799",6546,22149,1,831,15372.3994004977,9,3.09402777777778,34,0,0
"6800",8173,22156,0,573,15372.4374698264,10,12.4684408332904,30,0,0
"6801",5397,22161,15,13453,15372.5020615741,12,3.20242777784665,177,0,0
"6804",1934,22177,9,1566,15372.6939078356,16,4.3879536110825,4957,329,11
"6806",7169,22182,5,239,15372.7238163194,17,1.88957138889366,331,10,0
"6807",8207,22184,6,1073,15372.793196956,19,1.11627944442961,1406,64,0
"6808",6979,22188,6,749,15372.8449629977,20,10.363163888918,138,1,0
"6809",8116,22189,1,333,15372.8547545139,20,10.3957241666979,206,6,0
"6810",8928,22191,0,333,15372.8873538194,21,21.2352980556091,1,0,0
"6812",8920,22195,5,160,15372.9572666319,22,212.00928611113,67,6,0
"6813",8929,22196,-1,1718,15372.9606891204,23,5.00200194444921,1,0,0
"6814",6096,22197,0,466,15373.0071796296,0,13.8725602777799,719,113,2
"6816",3025,22200,3,2579,15373.1548424768,3,2.76820361110899,254,26,0
"6817",2164,22209,5,2411,15373.3064943634,7,9.45220000002119,922,65,1
"6818",7928,22210,3,645,15373.3800462153,9,3.33039833333757,185,6,0
"6819",1050,22211,4,392,15373.4224598727,10,53.2937094444699,478,39,2
"6820",8940,22212,3,1811,15373.4472968403,10,0.919917500019073,16,0,0
"6822",8943,22216,0,3007,15373.5578006134,13,0.665854722195201,1,0,0
"6823",8944,22219,2,189,15373.5941859144,14,0.138473333319028,11,0,0
"6824",5413,22223,0,150,15373.6689879282,16,29.4560016667181,120,4,0
"6825",8948,22229,0,101,15373.7119914699,17,3.25330944445398,101,0,0
"6826",6072,22230,3,252,15373.7248691319,17,22158.58605,365,13,3
"6827",6781,22233,7,3405,15373.8038391551,19,0.755490833322207,163,4,0
"6829",8954,22238,10,306,15373.8528327546,20,11.4574258333445,51,0,0
"6830",7411,22239,8,665,15373.8556878819,20,236.131699999968,583,84,0
"6832",8957,22242,1,380,15373.9540748032,22,0.895300000045035,6,0,0
"6833",8114,22243,1,76,15372.7531685532,18,24.0242436110973,311,26,3
"6834",8958,22248,1,729,15374.0822948264,1,6.80602055556244,8,0,0
"6835",4278,22251,1,240,15374.2972938657,7,0.66997777779897,961,35,0
"6836",8781,22252,2,1138,15374.313206713,7,11.1326047222482,59,3,0
"6837",6637,22255,1,131,15374.3416489236,8,6.6738805555635,890,43,0
"6838",8402,22258,7,7677,15374.4353488079,10,0.729457222223282,5564,270,44
"6840",7795,22264,3,464,15374.6299967245,15,13.0863100000223,937,128,0
"6842",8694,22266,-1,461,15374.3688267014,8,8.25570555561119,356,17,1
"6844",8970,22273,3,376,15374.7902710648,18,1.02639444443915,18,0,0
"6845",8966,22277,1,377,15374.8235247685,19,0.235614722238647,6,0,0
"6848",7219,22283,0,1288,15374.9181255787,22,15.7478138889207,123,1,0
"6850",8975,22285,4,1397,15375.0189376157,0,12.6114369444052,23,1,0
"6852",4001,22291,1,457,15375.4035920486,9,0.518333333333333,119,30,0
"6853",8979,22293,5,2467,15375.4857570602,11,1.13531944440471,29,0,0
"6854",8212,22298,0,547,15375.6103719097,14,5.91824833340115,63,0,0
"6855",8374,22302,11,253,15371.7786765856,18,22411.3544925,159,8,0
"6856",7459,22304,5,566,15375.7002907755,16,0.600571388867166,196,4,0
"6857",8980,22305,2,144,15375.7184266204,17,0.231074166695277,113,0,0
"6858",7411,22309,4,2686,15375.7340682523,17,32.3775905555487,583,84,0
"6859",8982,22310,2,204,15375.7460645833,17,1.42485277778573,41,1,0
"6860",2566,22313,4,561,15375.7911108449,18,17.1052888888783,122,7,0
"6863",8783,22326,3,392,15376.105472338,2,0.604817499981986,565,22,0
"6864",8990,22328,3,3080,15376.1895293634,4,3.56756750000848,16,0,0
"6865",2403,22329,11,1217,15376.2819353356,6,1.67904999997881,378,5,0
"6866",8995,22334,0,32,15376.4190287847,10,3.23844888892439,3,0,0
"6867",6489,22336,4,178,15376.4461738773,10,3.02690277781751,511,33,3
"6868",8212,22344,2,1620,15376.5801060185,13,10.9906749999523,63,0,0
"6869",5708,22345,4,88,15376.5966177894,14,6.02044611109628,131,1,0
"6870",6082,22346,6,5350,15376.5977677894,14,2.6930286110772,1815,106,3
"6871",8137,22347,23,22258,15376.6168973727,14,1.97654555552536,1047,25,2
"6873",8112,22357,3,465,15376.7734560532,18,28.2103186111318,443,10,0
"6875",8314,22363,5,693,15376.8396337963,20,1.73976305550999,130,2,0
"6876",9005,22366,1,439,15376.8913956366,21,9.47678527779049,6,0,0
"6877",9009,22374,2,174,15377.1472043171,3,0.715394444465637,13,0,0
"6878",9009,22376,0,337,15377.2282666667,5,6.7813658333487,13,0,0
"6879",8781,22377,0,469,15377.2466146181,5,0.6290955555439,59,3,0
"6880",9008,22381,12,1318,15375.2385705208,5,51.0247852777772,161,7,0
"6881",9015,22386,1,1759,15377.5736276273,13,1.12579999996556,6,0,0
"6882",976,22387,9,1884,15377.5961264699,14,0.876917499966092,239,63,0
"6883",9016,22388,6,982,15377.5989114583,14,6.66737138887246,31,0,0
"6885",588,22392,3,1189,15377.68486875,16,1.27222027772003,1034,38,0
"6886",2195,22393,5,3354,15377.6926828704,16,0.987778611116939,163,79,0
"6888",4581,22401,2,177,15377.8381979167,20,0.631890833311611,405,18,0
"6890",686,22406,8,1689,15377.8836773495,21,1.30625749998622,44152,2156,82
"6891",2040,22407,11,394,15377.9026972222,21,0.984835277795792,790,262,12
"6892",9027,22409,3,258,15377.9111721412,21,3.98047055555715,18,0,0
"6893",6434,22414,2,1268,15377.9572798264,22,2726.20853333334,467,11,0
"6895",4908,22419,2,299,15377.9773260764,23,15.593930555582,328,73,6
"6896",9030,22420,1,508,15378.0031528935,0,9.62143611106608,133,9,0
"6897",4754,22422,9,751,15378.0673425116,1,0.727713888883591,833,46,0
"6898",8065,22425,3,706,15378.1015376968,2,2.33677777780427,178,1,0
"6899",2403,22426,3,843,15378.1039248495,2,448.410848055614,378,5,0
"6900",8608,22428,3,984,15378.1519558681,3,1193.87233972225,41,0,0
"6902",8608,22430,3,445,15378.1653902778,3,6.90835749997033,41,0,0
"6903",6895,22434,26,2283,15378.3459450231,8,2.28721111112171,200,9,0
"6905",8114,22439,0,330,15378.430746331,10,7.29872888889578,311,26,3
"6906",9042,22441,7,3206,15378.4425215278,10,7.23282222217984,68,4,0
"6908",9044,22445,4,221,15378.4834831366,11,2.17979277776347,21,0,0
"6909",8469,22450,7,439,15378.5749902431,13,1.77734527773327,110,6,0
"6910",9007,22451,0,180,15378.5834087153,14,0.384557500018014,1318,456,31
"6911",6624,22452,2,65,15378.5894326042,14,143.847771111131,190,11,0
"6912",9050,22454,12,316,15378.6095712963,14,2160.46962694446,61,0,0
"6913",3310,22462,5,213,15378.7492709144,17,0.716000833378898,735,69,0
"6914",6637,22464,2,442,15378.7524754282,18,51.5504627778133,890,43,0
"6915",9056,22466,6,406,15378.7730253125,18,3.32990083330207,131,0,0
"6916",8733,22468,12,2256,15378.7804922454,18,0.579782500002119,84,2,0
"6917",6434,22470,2,168,15378.8053539699,19,0.0983769444624583,467,11,0
"6918",5561,22472,13,1329,15378.8268453704,19,13.0962527777751,539,39,0
"6919",59,22473,4,301,15378.827300463,19,394.57001194444,402,51,0
"6920",21124,22479,3,252,15378.8929106134,21,1.69830361107985,31,0,0
"6921",9064,22488,6,1284,15379.0158550116,0,18.4398769444227,31,1,0
"6922",9065,22489,0,1067,15379.0187524306,0,0.903363888859749,3,0,0
"6923",2660,22491,4,740,15379.0579128819,1,0.764623333348168,485,54,2
"6924",5429,22494,1,941,15379.0807069097,1,4.18885722219944,1855,406,1
"6925",72,22497,3,407,15379.1383615741,3,40.6907619444529,800,58,0
"6926",8207,22499,2,202,15379.2549634606,6,10.3645677777794,1406,64,0
"6927",2403,22501,28,1006,15379.3370018519,8,0.989255555537012,378,5,0
"6928",7828,22502,24,2564,15379.3547373032,8,5.28414083335135,8635,49,110
"6929",1443,22503,1,174,15379.3587343403,8,4.08376111110051,672,149,0
"6930",264,22504,12,788,15379.3667682523,8,0.217573055558734,4701,1408,55
"6931",9077,22508,4,1016,15379.4297713773,10,1.34159333335029,21,0,0
"6932",9079,22514,2,518,15379.4858519676,11,0.78898249997033,39,0,0
"6933",7795,22524,1,75,15379.5990283218,14,7.17278611116939,937,128,0
"6934",9063,22528,2,790,15379.6697848727,16,0.96746027774281,18,0,0
"6936",9086,22531,2,486,15379.6940256597,16,1.22081750002172,11,0,0
"6938",3419,22539,5,1229,15379.8169297801,19,1.2286011111074,146,12,0
"6939",8562,22542,2,74,15379.8496056713,20,0.884127777748638,57,3,0
"6940",9091,22543,3,112,15379.8594068634,20,28.1196277778016,16,0,0
"6941",2046,22546,1,955,15379.8961410069,21,3591.82042499999,268,24,0
"6942",9092,22549,0,146,15379.9141581019,21,2.89737694442272,101,2,0
"6943",8438,22550,1,405,15379.9155467593,21,6.61428527779049,120,1,0
"6945",2660,22554,1,719,15379.9593179745,23,116.709925000005,485,54,2
"6946",8137,22555,0,84,15380.0289723032,0,1.79675638887617,1047,25,2
"6947",9097,22557,3,2960,15380.0490234144,1,1.22152222216129,188,7,0
"6948",4810,22561,2,343,15380.1514774653,3,11520.9425038889,330,3,0
"6949",4754,22564,0,191,15380.1898242245,4,0.933228888909022,833,46,0
"6950",5546,22566,5,221,15380.1965475694,4,1.19200361106131,482,4,0
"6951",4290,22568,3,1615,15380.2328373843,5,45.6927638888359,517,40,0
"6952",9097,22569,13,8200,15380.2334568634,5,1.21672972228792,188,7,0
"6953",6369,22572,13,1589,15380.3003163194,7,2.08877972225348,515,120,7
"6956",2316,22578,3,218,15380.4085001157,9,0.755011944439676,182,2,0
"6957",8686,22585,4,445,15380.4866962963,11,1.42188611110051,256,34,0
"6959",7795,22600,4,730,15380.7664053241,18,2.39976944439941,937,128,0
"6960",9118,22607,1,800,15380.8781193634,21,0.886801944441265,8,0,0
"6961",9120,22611,3,401,15380.9577863426,22,2.02566388891803,16,0,0
"6962",9123,22615,3,139,15381.1163365741,2,0.643969444433848,16,0,0
"6963",9125,22619,0,451,15381.2103301273,5,9.62207694444391,113,2,0
"6964",2921,22620,7,1438,15381.2196527778,5,1.22650750001272,1177,804,48
"6965",9126,22625,6,3723,15381.342255787,8,26.0152713888221,131,1,0
"6966",9127,22626,3,431,15381.3442645023,8,1.74206861111853,16,0,0
"6967",2921,22627,4,868,15381.3446731134,8,1.54757666667302,1177,804,48
"6968",6895,22628,2,686,15381.4085611921,9,0.735031388865577,200,9,0
"6969",8032,22630,0,157,15381.4109309028,9,28.6531944444444,3,0,0
"6970",7425,22636,4,289,15381.5115805556,12,3.68303416669369,700,10,1
"6971",6434,22645,3,247,15381.6567236111,15,1.63284805549516,467,11,0
"6972",1005,22648,11,717,15381.6971827546,16,1943.57972305556,3679,325,0
"6973",8605,22653,15,3043,15381.8858631597,21,2051.00962388886,2526,497,15
"6974",1005,22654,1,291,15381.9324456366,22,10.602540833354,3679,325,0
"6975",9140,22661,1,214,15382.1837197569,4,0.983788888851802,18,0,0
"6976",8881,22662,2,978,15382.1915283912,4,1.18565194447835,50,7,0
"6977",9140,22665,1,1049,15382.226290162,5,2.64556027776665,18,0,0
"6979",9143,22668,0,140,15382.2472349537,5,1.39516750004556,1,0,0
"6980",9144,22671,1,43,15382.2861530903,6,0.299809166722827,23,1,0
"6983",3040,22680,6,4019,15382.5689918171,13,0.673374166621102,92,20,0
"6984",8438,22684,2,998,15382.6075348032,14,1.05933055559794,120,1,0
"6985",4908,22685,4,106,15382.6134170139,14,0.454164722230699,328,73,6
"6986",3488,22690,2,221,15382.7078628472,16,3.53852777779102,1463,427,4
"6988",9153,22693,0,226,15382.8100677894,19,9.20658888896306,1,0,0
"6989",9155,22694,4,844,15382.8483297801,20,12.2726408333249,21,0,0
"6990",9142,22697,13,1569,15382.8793649306,21,6.33217583331797,203,5,0
"6992",9157,22700,1,209,15382.893615625,21,83.7677972222699,6,0,0
"6993",9158,22702,2,464,15382.9434146644,22,5.37617583334446,50,1,0
"6994",9160,22706,0,110,15382.9824868866,23,0.695071111122767,1,0,0
"6995",9159,22709,0,116,15383.056518831,1,3.31147777775923,3,0,0
"6996",9163,22710,2,312,15383.1117636227,2,30.5311444444789,13,0,0
"6997",4679,22711,1,616,15383.1400169329,3,5.81607888890637,186,7,0
"6998",9164,22716,3,417,15383.2100818634,5,0.10890277783076,16,0,0
"6999",9097,22718,17,24270,15383.2193939468,5,0.26975444442696,188,7,0
"7000",9097,22719,2,4475,15383.2288835648,5,3.54004444446829,188,7,0
"7001",9169,22729,5,470,15383.5264594907,12,1.25858694447411,69,4,0
"7002",7685,22731,5,1204,15383.5936885069,14,0.832870277762413,124,47,0
"7003",1225,22732,2,213,15383.6236425926,14,578.131496388846,111,2,0
"7004",9173,22735,0,173,15383.6409738773,15,7.5917638888624,1,0,0
"7005",4611,22736,1,226,15383.6596276273,15,4.7203424999449,161,4,0
"7006",8874,22737,1,1354,15383.6612756944,15,12.9488519444068,108,36,0
"7007",9174,22742,2,933,15383.7397190972,17,0.762780555552906,1921,154,11
"7009",9177,22749,3,468,15383.791274456,18,155.603558333317,125,9,0
"7010",2019,22755,1,370,15383.8931347222,21,2.85033138891061,99,11,0
"7011",9180,22757,1,727,15383.9203546296,22,0.123268611166212,6,0,0
"7012",9181,22760,1,142,15383.9563779282,22,7.91133611109522,108,1,0
"7013",8109,22762,0,183,15383.9675610301,23,0.182506666647063,103,2,0
"7014",9221,22764,3,1115,15383.9823515046,23,2991.70378888885,18,0,0
"7016",8701,22766,3,137,15383.9972047454,23,5.27358611113495,38,18,0
"7017",9185,22767,1,133,15383.9987699421,23,10.7878527777725,8,0,0
"7018",7972,22768,20,710,15384.0039055903,0,6953.25646222221,11631,1230,187
"7020",3269,22774,4,641,15384.1449045949,3,9.00831833336088,761,15,0
"7022",8226,22779,2,437,15384.2373759606,5,5647.57947888891,614,6,0
"7024",9191,22783,-2,502,15384.3355222222,8,6.44569361117151,1,0,0
"7026",7224,22787,15,707,15384.4231135764,10,16782.5566575,5430,463,63
"7027",9194,22788,1,148,15384.4471693634,10,1.35702694442537,13,0,0
"7029",9195,22796,1,1551,15384.6282340278,15,1.61980833331744,6,0,0
"7030",9198,22798,0,417,15384.6372625347,15,13.9345324999756,1,0,0
"7031",9200,22800,13,2415,15384.6602267708,15,0.281347222261959,335,5,0
"7032",7471,22804,19,2505,15384.7065845255,16,0.995390833351347,113,0,0
"7033",3582,22805,17,4442,15384.7136691319,17,0.261309444440736,701,44,2
"7034",9202,22807,0,59,15384.7254837963,17,0.983590833346049,23,0,0
"7035",9204,22809,0,140,15384.7282812847,17,1.93404638886452,1,0,0
"7036",9203,22815,1,579,15384.7536552894,18,0.704587777786785,159,5,0
"7037",9206,22816,1,5337,15384.7655042824,18,0.485031388931804,120,2,0
"7038",4856,22819,3,240,15384.7773394676,18,1.19395083328088,17791,2122,412
"7039",196,22832,8,174,15384.7616022801,18,0.581556388868226,6140,497,114
"7040",9209,22835,4,263,15384.8445260069,20,10.2713972222805,121,3,0
"7042",9208,22838,0,353,15384.863955787,20,3.2071230555243,150,10,0
"7044",5509,22842,2,201,15384.8788131597,21,16.5515008333657,1403,161,7
"7045",8705,22843,3,1508,15384.8867231829,21,0.551063888933924,37,4,0
"7046",9232,22846,5,734,15384.490724537,11,1.77197777781222,126,4,0
"7047",4013,22849,1,225,15384.9599306366,23,3.36633055554496,145,0,0
"7048",5509,22850,-1,1475,15384.9601792014,23,16.842841666672,1403,161,7
"7049",6946,22852,3,251,15384.9948555556,23,65.1967630555895,252,34,1
"7050",7420,22856,1,916,15385.0556466088,1,1.63923888882001,188,59,0
"7051",9216,22857,1,173,15385.0790165509,1,16.6419083333678,172,3,0
"7052",9194,22861,1,52,15385.1585045949,3,0.312724999984105,13,0,0
"7053",9224,22869,1,2870,15385.3293956019,7,1.16346666667196,6,0,0
"7055",9222,22879,2,2687,15385.4347126505,10,1.29697777781222,143,1,0
"7056",7282,22880,8,1556,15385.4369999653,10,0.821537777781487,245,8,1
"7057",7900,22884,8,1363,15385.5114462616,12,1.56150361107455,165,3,0
"7058",9231,22886,2,200,15385.5480040856,13,1.8785019444757,21,0,0
"7059",9235,22890,0,4486,15385.5809822106,13,1.25121388892333,1,0,0
"7060",364,22895,6,237,15385.6353227662,15,2.77947861108515,5442,115,2
"7061",9172,22896,0,188,15385.6354919329,15,23.055365833309,3,0,0
"7063",7968,22902,5,1354,15385.7163033218,17,1.04132777783606,213,76,7
