"","Person","PostID","Score","ViewCount","QTime","HourQTime","Response_hour"
"13704",9169,36493,1,82,1353521190.513,18,9999999
"13705",17062,36494,5,2250,1353521287.727,18,9999999
"13706",13634,36496,4,159,1353523764.327,18,9999999
"13707",17068,36499,4,426,1353526959.773,19,9999999
"13708",14731,36500,2,506,1353528453.313,20,9999999
"13709",17033,36501,0,71,1353529323.107,20,9999999
"13710",17069,36503,0,185,1353530230.513,20,9999999
"13711",9529,36504,5,1028,1353530236.51,20,9999999
"13712",17042,36505,2,333,1353534011.587,21,9999999
"13713",17071,36506,0,88,1353534192.337,21,9999999
"13714",17073,36511,0,231,1353537543.46,22,9999999
"13715",12022,36513,1,66,1353537607.783,22,9999999
"13716",12602,36516,0,559,1353538655.387,22,9999999
"13717",17076,36521,3,597,1353557079.513,4,9999999
"13718",10119,36522,1,105,1353557112.88,4,9999999
"13719",795,36524,2,88,1353558130.067,4,9999999
"13720",3671,36527,7,485,1353566833.81,6,9999999
"13721",17079,36529,0,496,1353573282.953,8,9999999
"13722",17080,36530,2,106,1353573425.073,8,9999999
"13723",17081,36531,2,157,1353573503.19,8,9999999
"13724",17083,36535,2,134,1353577918.123,9,9999999
"13725",14500,36539,0,252,1353579391.09,10,9999999
"13726",17082,36540,1,67,1353538169.98,22,9999999
"13727",17085,36542,3,67,1353586637.793,12,9999999
"13728",13035,36543,6,391,1353587366.04,12,9999999
"13729",10017,36545,1,203,1353593202.533,14,9999999
"13730",9171,36546,3,148,1353593250.83,14,9999999
"13731",14836,36547,0,194,1353594012.27,14,9999999
"13732",26105,36548,5,146,1353594091.477,14,9999999
"13733",17089,36552,3,219,1353596336.297,14,9999999
"13734",17091,36553,3,117,1353597585.077,15,9999999
"13735",13525,36554,7,1298,1353599306.38,15,9999999
"13736",17093,36555,1,196,1353599382.29,15,9999999
"13737",16557,36556,2,189,1353601479.043,16,9999999
"13738",315,36557,17,5956,1353601693.61,16,9999999
"13739",13525,36560,2,103,1353604739.24,17,9999999
"13740",17093,36561,2,408,1353608655.323,18,9999999
"13741",17100,36562,10,111,1353609155.217,18,9999999
"13742",8402,36568,3,240,1353615951.163,20,9999999
"13743",17103,36569,5,788,1353616380.083,20,9999999
"13744",17105,36572,2,1055,1353620697.03,21,9999999
"13745",17052,36574,2,154,1353621987.637,22,9999999
"13746",14247,36576,1,110,1353624781.14,22,9999999
"13747",7344,36577,0,437,1353625585.037,23,9999999
"13748",16664,36578,2,60,1353626103.45,23,9999999
"13749",17108,36579,3,151,1353626598.893,23,9999999
"13750",17109,36588,3,82,1353640877.19,3,9999999
"13751",17110,36589,-1,57,1353640923.23,3,9999999
"13752",17111,36590,2,67,1353642240.463,3,9999999
"13753",17112,36592,0,162,1353646510.957,4,9999999
"13754",17113,36594,2,571,1353653983.017,6,9999999
"13755",16609,36595,7,320,1353655001.49,7,9999999
"13756",13035,36598,0,48,1353660511.63,8,9999999
"13757",13413,36600,1,67,1353667035.963,10,9999999
"13758",12697,36603,0,96,1353672312.477,12,9999999
"13759",8694,36607,10,1186,1353674776.983,12,9999999
"13760",6000,36608,3,356,1353676000.467,13,9999999
"13761",17118,36610,2,42,1353676618.177,13,9999999
"13762",14556,36613,1,1326,1353679021.343,13,9999999
"13763",17119,36614,3,2685,1353679167.073,13,9999999
"13764",17116,36616,0,167,1353680369.867,14,9999999
"13765",16776,36617,2,205,1353681268.237,14,9999999
"13766",17044,36618,3,287,1353681474.58,14,9999999
"13767",17122,36619,1,298,1353681705.38,14,9999999
"13768",12710,36623,3,442,1353683682.433,15,9999999
"13769",17124,36625,2,574,1353686568.373,16,9999999
"13770",10389,36627,0,81,1353687856.397,16,9999999
"13771",17125,36629,0,178,1353689575.82,16,9999999
"13772",13525,36635,4,70,1353696405.823,18,9999999
"13773",5941,36638,2,273,1353701677.127,20,9999999
"13774",17131,36640,0,167,1353712364.94,23,9999999
"13775",16973,36641,0,42,1353713150.903,23,9999999
"13776",17132,36644,2,366,1353716377.34,0,9999999
"13777",17133,36647,3,281,1353718076.247,0,9999999
"13778",3899,36652,4,125,1353720170.777,1,9999999
"13779",5339,36657,16,293,1353727179.243,3,9999999
"13780",5504,36658,15,248,1353729541.87,3,9999999
"13781",10106,36659,1,506,1353753342.617,10,9999999
"13782",17080,36662,0,281,1353764885.637,13,9999999
"13783",13010,36666,3,47,1353766839.13,14,9999999
"13784",17139,36669,-3,1216,1353769294.007,15,9999999
"13785",12710,36671,2,66,1353772000.027,15,9999999
"13786",6875,36672,0,758,1353774957.173,16,9999999
"13787",10028,36675,0,69,1353780036.813,18,9999999
"13788",17141,36676,9,1533,1353783592.067,18,9999999
"13789",17142,36677,3,723,1353785035.807,19,9999999
"13790",17143,36678,4,391,1353785155.147,19,9999999
"13791",17144,36681,2,626,1353787109.727,19,9999999
"13792",13402,36682,0,103,1353787890.643,20,9999999
"13793",17130,36683,3,699,1353791439.91,21,9999999
"13794",17146,36685,2,223,1353792715.303,21,9999999
"13795",13556,36686,0,129,1353792882.147,21,9999999
"13796",14731,36690,1,113,1353796571.387,22,9999999
"13797",15989,36692,0,508,1353800267.55,23,9999999
"13798",16897,36693,2,2258,1353806616.633,1,9999999
"13799",17151,36700,1,161,1353828391.027,7,9999999
"13800",3899,36702,1,163,1353830436.503,8,9999999
"13801",16377,36703,-1,105,1353831070.273,8,9999999
"13802",16175,36704,0,135,1353836567.357,9,9999999
"13803",14284,36706,1,183,1353847280.173,12,9999999
"13804",17155,36713,0,234,1353861247.65,16,9999999
"13805",6875,36715,3,624,1353868441.44,18,9999999
"13806",17158,36716,2,206,1353868532.317,18,9999999
"13807",17159,36717,2,1232,1353868768.947,18,9999999
"13808",17160,36718,0,437,1353869279.017,18,9999999
"13809",17161,36720,2,212,1353870492.94,19,9999999
"13810",17164,36722,1,118,1353873855.82,20,9999999
"13811",17165,36723,1,34,1353874302.417,20,9999999
"13812",17166,36724,2,46,1353876113.377,20,9999999
"13813",17167,36726,6,108,1353877325.977,21,9999999
"13814",17168,36727,5,575,1353878876.297,21,9999999
"13815",7999,36729,2,44,1353879206.21,21,9999999
"13816",17169,36730,1,141,1353879319.167,21,9999999
"13817",16261,36732,1,160,1353882038.707,22,9999999
"13818",17171,36733,2,133,1353883954.673,22,9999999
"13819",16557,36736,3,2122,1353890746.693,0,9999999
"13820",12414,36742,3,121,1353898733.143,2,9999999
"13821",17179,36743,2,232,1353904421.627,4,9999999
"13822",16557,36745,2,193,1353913850.587,7,9999999
"13823",17182,36746,2,73,1353915104.113,7,9999999
"13824",17184,36747,2,197,1353916757.79,7,9999999
"13825",13582,36750,3,108,1353922734.553,9,9999999
"13826",16938,36751,1,289,1353926135.99,10,9999999
"13827",17187,36754,0,125,1353930263.003,11,9999999
"13828",5931,36757,0,59,1353934751.903,12,9999999
"13829",17191,36760,1,30,1353938570.013,14,9999999
"13830",6920,36761,5,508,1353939184.68,14,9999999
"13831",17192,36762,2,202,1353939477.673,14,9999999
"13832",17125,36763,1,130,1353940644.023,14,9999999
"13833",17195,36766,6,1231,1353944835.16,15,9999999
"13834",11867,36771,24,666,1353950315.34,17,9999999
"13835",12518,36772,4,194,1353952313.01,17,9999999
"13836",16527,36773,1,79,1353954010.4,18,9999999
"13837",17192,36777,1,121,1353957380.21,19,9999999
"13838",17201,36778,4,144,1353958150.183,19,9999999
"13839",14323,36784,2,109,1353964136.15,21,9999999
"13840",4344,36785,-2,371,1353968338.4,22,9999999
"13841",13587,36786,1,1093,1353970220.903,22,9999999
"13842",17206,36790,0,160,1353973490.467,23,9999999
"13843",5339,36791,1,46,1353974047.933,23,9999999
"13844",44995,36794,1,446,1353976676.38,0,9999999
"13845",17210,36795,13,577,1353979824.623,1,9999999
"13846",1951,36797,2,279,1353987379.277,3,9999999
"13847",17213,36798,1,371,1353987469.433,3,9999999
"13848",14267,36799,4,51,1353988234.857,3,9999999
"13849",16557,36802,11,7574,1353991360.087,4,9999999
"13850",17215,36803,4,112,1353992264.537,4,9999999
"13851",13138,36804,3,375,1353992326.227,4,9999999
"13852",17217,36805,1,186,1353993381.343,5,9999999
"13853",17218,36806,2,252,1353993732.06,5,9999999
"13854",17211,36807,1,52,1353996935.263,6,9999999
"13855",9950,36810,9,3900,1354003747.157,8,9999999
"13856",17222,36813,8,104,1354006469.553,8,9999999
"13857",17224,36816,1,77,1354009975.67,9,9999999
"13858",17170,36817,2,303,1354010176.593,9,9999999
"13859",17226,36818,3,194,1354010954.953,10,9999999
"13860",2063,36820,6,743,1354013705.307,10,9999999
"13861",6920,36821,6,353,1354016017.673,11,9999999
"13862",9076,36822,0,149,1354018921.38,12,9999999
"13863",17228,36825,1,102,1354021692.79,13,9999999
"13864",16776,36827,2,234,1354024874.427,14,9999999
"13865",17235,36828,2,228,1354028481.293,15,9999999
"13866",12603,36829,1,338,1354029093.033,15,9999999
"13867",16119,36830,2,709,1354029556.707,15,9999999
"13868",9994,36831,0,166,1354030220.637,15,9999999
"13869",14134,36838,0,1189,1354035431.49,16,9999999
"13870",17237,36839,4,1326,1354036248.733,17,9999999
"13871",17238,36840,6,148,1354036305.807,17,9999999
"13872",17239,36843,2,245,1354037729.377,17,9999999
"13873",7071,36844,5,70,1354040504.567,18,9999999
"13874",4344,36847,1,1097,1354043557.06,19,9999999
"13875",10389,36852,2,209,1354048021.677,20,9999999
"13876",1586,36853,5,231,1354048248.043,20,9999999
"13877",16837,36854,0,81,1354048338.36,20,9999999
"13878",17253,36856,4,843,1354050987.37,21,9999999
"13879",4222,36858,2,229,1354052122.087,21,9999999
"13880",17255,36859,1,262,1354052457.227,21,9999999
"13881",172,36864,5,729,1354058808.563,23,9999999
"13882",13432,36865,1,73,1354059560.34,23,9999999
"13883",16089,36867,0,60,1354064598.09,1,9999999
"13884",7188,36868,1,627,1354066757.937,1,9999999
"13885",17262,36872,2,1294,1354085767.61,6,9999999
"13886",13636,36873,2,82,1354086469.217,7,9999999
"13887",17151,36874,0,377,1354087972.633,7,9999999
"13888",17266,36875,2,100,1354090165.52,8,9999999
"13889",17267,36878,2,199,1354094101.997,9,9999999
"13890",17161,36881,3,1398,1354096657.967,9,9999999
"13891",6920,36883,0,136,1354098116.8,10,9999999
"13892",8041,36884,2,80,1354098641.927,10,9999999
"13893",26105,36887,3,527,1354100518.967,11,9999999
"13894",9203,36890,0,245,1354103331.61,11,9999999
"13895",3903,36892,4,485,1354104858.93,12,9999999
"13896",17271,36895,3,151,1354107520.703,12,9999999
"13897",14390,36896,2,803,1354108426.06,13,9999999
"13898",8109,36899,1,202,1354111188.913,13,9999999
"13899",17272,36900,3,58,1354111192.197,13,9999999
"13900",17275,36902,4,674,1354111520.847,14,9999999
"13901",13413,36904,3,79,1354113095.407,14,9999999
"13902",17276,36909,0,1309,1354115759.193,15,9999999
"13903",17278,36913,2,587,1354119599.41,16,9999999
"13904",9677,36914,0,440,1354120148.49,16,9999999
"13905",12626,36915,1,120,1354120415.357,16,9999999
"13906",17284,36917,0,136,1354122138.25,17,9999999
"13907",17287,36920,5,5776,1354124164.963,17,9999999
"13908",17289,36921,2,242,1354124560.937,17,9999999
"13909",17142,36926,2,800,1354127713.523,18,9999999
"13910",17294,36927,5,365,1354130840.23,19,9999999
"13911",16496,36929,1,262,1354133163.63,20,9999999
"13912",11058,36930,4,412,1354134559.98,20,9999999
"13913",17296,36935,2,698,1354138155.557,21,9999999
"13914",17298,36936,1,23,1354140427.003,22,9999999
"13915",17301,36937,11,1107,1354141790.993,22,9999999
"13916",4344,36939,0,838,1354142603.367,22,9999999
"13917",10926,36940,7,4229,1354145270.533,23,9999999
"13918",14415,36942,2,38,1354146345.77,23,9999999
"13919",14640,36943,4,2492,1354146803.533,23,9999999
"13920",2040,36948,3,626,1354154446.53,2,9999999
"13921",16362,36949,0,141,1354155240.163,2,9999999
"13922",9465,36950,2,197,1354161071.39,3,9999999
"13923",17311,36953,1,657,1354163318.02,4,9999999
"13924",13022,36955,0,119,1354165025.46,4,9999999
"13925",17312,36956,2,433,1354165232.57,5,9999999
"13926",16797,36957,1,83,1354167333.4,5,9999999
"13927",6000,36962,2,71,1354177749.107,8,9999999
"13928",12714,36965,3,1417,1354182031.667,9,9999999
"13929",7615,36966,1,299,1354183091.777,9,9999999
"13930",10389,36969,0,52,1354185187.663,10,9999999
"13931",5795,36972,0,37,1354189509.737,11,9999999
"13932",9343,36976,3,152,1354190523.26,12,9999999
"13933",1005,36988,5,737,1354198809.887,14,9999999
"13934",12626,36990,2,535,1354201667.24,15,9999999
"13935",17321,36991,0,172,1354201922.877,15,9999999
"13936",17168,36995,1,271,1354203476.157,15,9999999
"13937",3269,36997,0,56,1354205936.807,16,9999999
"13938",17053,36998,5,173,1354205970.55,16,9999999
"13939",8114,37002,1,361,1354210009.217,17,9999999
"13940",16002,37003,4,71,1354211079.287,17,9999999
"13941",1766,37004,1,127,1354211523.133,17,9999999
"13942",17324,37005,6,746,1354211882.34,17,9999999
"13943",13378,37011,3,1473,1354214067.27,18,9999999
"13944",11623,37013,1,289,1354218037.27,19,9999999
"13945",14729,37014,3,999,1354222888.623,21,9999999
"13946",17325,37015,2,197,1354223270.987,21,9999999
"13947",13389,37016,2,177,1354223334.153,21,9999999
"13948",16663,37018,2,119,1354224634.03,21,9999999
"13949",17330,37022,1,238,1354232015.737,23,9999999
"13950",8402,37023,7,321,1354232721.767,23,9999999
"13951",10389,37025,1,706,1354233421.493,23,9999999
"13952",13378,37028,0,2103,1354235865.237,0,9999999
"13953",3748,37029,1,71,1354236905.05,0,9999999
"13954",17332,37030,3,78,1354238050.203,1,9999999
"13955",12175,37034,0,294,1354248597.95,4,9999999
"13956",14665,37035,0,205,1354254793.01,5,9999999
"13957",17341,37038,2,78,1354267346.81,9,9999999
"13958",17344,37042,4,327,1354272962.047,10,9999999
"13959",16943,37047,24,1390,1354281241.77,13,9999999
"13960",17351,37052,2,236,1354287687.93,15,9999999
"13961",7549,37053,2,595,1354289209.603,15,9999999
"13962",17352,37055,1,431,1354290332.17,15,9999999
"13963",6884,37056,1,430,1354292080.623,16,9999999
"13964",16875,37058,0,165,1354293592.973,16,9999999
"13965",10069,37060,0,74,1354294142.08,16,9999999
"13966",17354,37061,0,122,1354294268.99,16,9999999
"13967",16243,37063,0,99,1354296026.337,17,9999999
"13968",11958,37065,1,151,1354297295.027,17,9999999
"13969",17357,37066,2,505,1354299537.163,18,9999999
"13970",5512,37067,1,102,1354301280.727,18,9999999
"13971",13634,37068,2,60,1354303209.693,19,9999999
"13972",17362,37069,3,105,1354303265.763,19,9999999
"13973",17363,37070,1,471,1354303528.647,19,9999999
"13974",17359,37071,8,146,1354304398.063,19,9999999
"13975",17143,37072,2,99,1354304618.427,19,9999999
"13976",8384,37076,1,74,1354309120.27,20,9999999
"13977",17364,37078,2,174,1354309472.98,21,9999999
"13978",17366,37085,2,143,1354312643.653,21,9999999
"13979",10435,37086,1,117,1354312913.293,22,9999999
"13980",17368,37088,0,1556,1354315220.78,22,9999999
"13981",17293,37091,5,463,1354317015.44,23,9999999
"13982",2817,37092,3,434,1354318029.027,23,9999999
"13983",2164,37095,6,168,1354320098.337,0,9999999
"13984",17372,37102,1,111,1354342314.413,6,9999999
"13985",5738,37103,3,741,1354343389.813,6,9999999
"13986",4087,37106,22,12291,1354356965.267,10,9999999
"13987",17374,37107,1,490,1354357212.2,10,9999999
"13988",17373,37108,3,1816,1354357705.573,10,9999999
"13989",14836,37113,1,257,1354370466.703,14,9999999
"13990",16811,37114,5,181,1354372326.927,14,9999999
"13991",17379,37115,1,112,1354375467.987,15,9999999
"13992",17376,37116,0,36,1354376476.93,15,9999999
"13993",17376,37117,-1,68,1354376842.727,15,9999999
"13994",3903,37120,1,62,1354381991.733,17,9999999
"13995",14836,37121,4,172,1354383551.977,17,9999999
"13996",17376,37122,1,152,1354384174.19,17,9999999
"13997",17035,37124,2,857,1354386368.567,18,9999999
"13998",17384,37127,7,1714,1354389468.493,19,9999999
"13999",16119,37128,1,59,1354389603.607,19,9999999
"14000",17383,37129,1,79,1354390260.923,19,9999999
"14001",17385,37131,1,47,1354392060.56,20,9999999
"14002",17386,37132,2,688,1354392844.773,20,9999999
"14003",17384,37133,7,628,1354393078.823,20,9999999
"14004",13889,37135,0,397,1354395318.263,20,9999999
"14005",12141,37139,1,246,1354397250.937,21,9999999
"14006",17391,37140,1,32,1354398462.733,21,9999999
"14007",17266,37142,2,256,1354400929.4,22,9999999
"14008",17394,37151,2,885,1354403551.883,23,9999999
"14009",17395,37153,0,70,1354405001.043,23,9999999
"14010",16297,37154,18,718,1354406962.587,0,9999999
"14011",17397,37157,0,124,1354417778.547,3,9999999
"14012",4673,37158,9,1987,1354423546.95,4,9999999
"14013",13106,37159,1,110,1354427253.557,5,9999999
"14014",17376,37160,2,77,1354438476.587,8,9999999
"14015",17354,37161,1,137,1354442057.083,9,9999999
"14016",17401,37163,1,44,1354443916.753,10,9999999
"14017",17400,37164,3,343,1354444011.827,10,9999999
"14018",14828,37165,3,374,1354444048.66,10,9999999
"14019",4001,37166,1,203,1354444137.047,10,9999999
"14020",17399,37167,2,107,1354444586.377,10,9999999
"14021",17403,37171,3,4546,1354450957.763,12,9999999
"14022",17235,37174,0,78,1354453967.35,13,9999999
"14023",17343,37175,1,130,1354454336.193,13,9999999
"14024",17411,37178,4,306,1354460138.97,14,9999999
"14025",17413,37180,2,73,1354465442.59,16,9999999
"14026",10907,37181,1,224,1354469444.707,17,9999999
"14027",17035,37184,6,1338,1354470815.45,17,9999999
"14028",17415,37185,2,155,1354471210.56,18,9999999
"14029",17372,37188,0,48,1354472461.07,18,9999999
"14030",9625,37189,6,296,1354476532.753,19,9999999
"14031",12275,37192,4,191,1354478700.713,20,9999999
"14032",17418,37194,3,91,1354479765.917,20,9999999
"14033",16926,37197,2,346,1354484861.767,21,9999999
"14034",13525,37199,4,218,1354488936.04,22,9999999
"14035",17349,37200,1,236,1354489527.503,23,9999999
"14036",1342,37201,1,42,1354489712.653,23,9999999
"14037",3591,37204,1,135,1354495402.447,0,9999999
"14038",16989,37206,1,361,1354502881.553,2,9999999
"14039",14838,37208,1,288,1354505277.393,3,9999999
"14040",17118,37209,1,51,1354505957.793,3,9999999
"14041",7250,37211,2,460,1354508462.083,4,9999999
"14042",17420,37215,0,1281,1354511362.507,5,9999999
"14043",17422,37216,1,668,1354514499.567,6,9999999
"14044",16811,37217,1,244,1354514663.957,6,9999999
"14045",17425,37218,2,48,1354517883.54,6,9999999
"14046",9405,37219,2,106,1354520724.357,7,9999999
"14047",17426,37220,1,64,1354520867.083,7,9999999
"14048",17427,37222,6,519,1354522477.33,8,9999999
"14049",3525,37223,6,430,1354523884.163,8,9999999
"14050",17429,37224,1,236,1354526457.673,9,9999999
"14051",8109,37225,0,80,1354527443.263,9,9999999
"14052",13526,37228,7,1744,1354529253.557,10,9999999
"14053",16213,37229,0,78,1354530395.623,10,9999999
"14054",17430,37230,1,107,1354531917.917,10,9999999
"14055",17403,37232,0,192,1354532467.867,11,9999999
"14056",11501,37233,1,45,1354536132.25,12,9999999
"14057",8109,37235,0,2219,1354536218.567,12,9999999
"14058",4693,37239,2,201,1354539081.993,12,9999999
"14059",16832,37241,1,3159,1354541361.05,13,9999999
"14060",10064,37242,3,161,1354541651.11,13,9999999
"14061",17398,37244,1,437,1354542453.413,13,9999999
"14062",16784,37245,0,175,1354543731.277,14,9999999
"14063",16943,37248,6,585,1354545470.15,14,9999999
"14064",17432,37250,8,632,1354546737.5,14,9999999
"14065",17437,37253,1,15,1354549851.243,15,9999999
"14066",13582,37254,3,56,1354550431.367,16,9999999
"14067",17439,37256,0,122,1354551808.183,16,9999999
"14068",12147,37262,1,251,1354558019.767,18,9999999
"14069",4783,37267,12,1406,1354561379.603,19,9999999
"14070",17444,37268,2,151,1354561508.153,19,9999999
"14071",2725,37270,0,279,1354562749.533,19,9999999
"14072",17296,37271,1,98,1354563969.15,19,9999999
"14073",8114,37273,0,3018,1354565446.08,20,9999999
"14074",17446,37274,10,998,1354565861.79,20,9999999
"14075",17042,37283,4,291,1354571912.823,21,9999999
"14076",17448,37284,1,131,1354572797.49,22,9999999
"14077",3026,37285,4,227,1354572858.237,22,9999999
"14078",12147,37286,3,194,1354572954.023,22,9999999
"14079",2252,37289,23,3040,1354576551.79,23,9999999
"14080",17450,37293,1,605,1354577995.86,23,9999999
"14081",13378,37294,1,135,1354578297.653,23,9999999
"14082",17422,37297,1,390,1354587268,2,9999999
"14083",1005,37298,0,132,1354587390.437,2,9999999
"14084",17046,37301,0,59,1354588341.253,2,9999999
"14085",16375,37302,1,55,1354588591.713,2,9999999
"14086",17454,37305,1,193,1354592527.883,3,9999999
"14087",17452,37307,6,91,1354593198.17,3,9999999
"14088",17112,37309,1,59,1354594187.21,4,9999999
"14089",2719,37310,4,525,1354598426.58,5,9999999
"14090",8361,37311,1,774,1354598691.243,5,9999999
"14091",4344,37316,-1,304,1354612123.7,9,9999999
"14092",17343,37319,2,398,1354622935.007,12,9999999
"14093",17349,37320,6,377,1354623902.853,12,9999999
"14094",17461,37323,1,480,1354624839.603,12,9999999
"14095",17462,37326,1,397,1354628134.287,13,9999999
"14096",8694,37328,0,225,1354630168.013,14,9999999
"14097",6432,37329,0,74,1354630364.33,14,9999999
"14098",16994,37332,1,321,1354634424.683,15,9999999
"14099",17465,37336,3,213,1354635905.14,15,9999999
"14100",7968,37340,5,163,1354637424.633,16,9999999
"14101",17468,37342,2,165,1354638077.2,16,9999999
"14102",17469,37343,2,247,1354638185.49,16,9999999
"14103",13467,37345,2,259,1354638367.867,16,9999999
"14104",17471,37349,3,605,1354639325.213,16,9999999
"14105",5467,37350,3,1083,1354639370.67,16,9999999
"14106",1005,37351,2,139,1354642275.067,17,9999999
"14107",17262,37352,0,147,1354643385.7,17,9999999
"14108",17474,37353,0,32,1354645554.037,18,9999999
"14109",14839,37354,17,1490,1354646265.163,18,9999999
"14110",5738,37356,0,126,1354647330.913,18,9999999
"14111",9529,37359,1,141,1354651838.343,20,9999999
"14112",14727,37360,1,215,1354653656.263,20,9999999
"14113",17349,37365,1,161,1354658908.55,22,9999999
"14114",17484,37366,1,35,1354659834.937,22,9999999
"14115",17482,37368,2,77,1354660631.327,22,-1778.08604083339
"14116",17487,37370,2,156,1354661462.703,22,-1907.19963138892
"14117",17480,37371,-2,175,1354662359.733,23,-1907.23508694443
"14118",511,37374,2,128,1354669816.773,1,9999999
"14119",17488,37376,5,5672,1354672266.733,1,9999999
"14120",17489,37378,2,199,1354673480.5,2,9999999
"14121",16557,37382,3,315,1354682592.337,4,9999999
"14122",17492,37387,0,1821,1354685965.507,5,-1730.26243249999
"14123",17493,37388,0,100,1354688237.643,6,-1893.23921000004
"14124",17497,37389,1,69,1354695184.29,8,9999999
"14125",3305,37394,9,182,1354702967.893,10,9999999
"14126",7486,37396,0,350,1354707558.147,11,9999999
"14127",6920,37397,1,29,1354709735.487,12,9999999
"14128",17506,37399,1,277,1354711911.84,12,-1909.8119833333
"14129",17507,37400,1,516,1354712328.463,12,-1909.56360444446
"14130",14860,37401,3,4282,1354712689.77,13,9999999
"14131",2040,37402,3,330,1354715494.553,13,9999999
"14132",14324,37403,1,122,1354715502.733,13,9999999
"14133",990,37405,8,1085,1354717821.33,14,-1890.14879722218
"14134",17515,37406,0,84,1354718006.283,14,-1908.4900738889
"14135",17510,37407,6,338,1354718461.05,14,9999999
"14136",17513,37408,2,282,1354718611.46,14,9999999
"14137",17517,37411,1,62,1354720468.16,15,-1897.19656944447
"14138",16545,37413,2,187,1354720685.837,15,9999999
"14139",6884,37414,1,389,1354721389.677,15,9999999
"14140",13636,37416,3,182,1354723351.493,16,-1899.09144055559
"14141",10026,37417,2,88,1354723502.473,16,9999999
"14142",17518,37418,3,111,1354725308.137,16,9999999
"14143",8114,37420,2,90,1354726438.143,16,9999999
"14144",17519,37421,2,156,1354727988.513,17,-1900.55237499999
"14145",17522,37426,3,53,1354731554.77,18,9999999
"14146",17526,37427,1,617,1354735483.307,19,9999999
"14147",17124,37431,4,112,1354737736.627,20,9999999
"14148",17529,37433,1,86,1354740606.267,20,9999999
"14149",16485,37434,0,81,1354740928.327,20,9999999
"14150",13915,37435,3,122,1354742833.74,21,9999999
"14151",1513,37436,4,166,1354743358.2,21,9999999
"14152",17530,37439,1,135,1354744682.083,21,9999999
"14153",10322,37441,2,126,1354749093.74,23,-1898.2372713889
"14154",17533,37442,5,867,1354749149.49,23,9999999
"14155",3125,37443,5,139,1354749828.723,23,9999999
"14156",16034,37444,3,268,1354750106.68,23,9999999
"14157",1005,37445,1,194,1354750820.41,23,9999999
"14158",16557,37446,2,8483,1354751092.723,23,9999999
"14159",17534,37449,5,235,1354753642.093,0,9999999
"14160",17359,37451,2,373,1354755539.883,0,-1897.25877388888
"14161",17454,37452,1,6358,1354757018.693,1,9999999
"14162",17017,37456,0,121,1354759027.51,1,9999999
"14163",11867,37457,1,44,1354759448.47,2,9999999
"14164",17372,37462,1,82,1354767793.977,4,9999999
"14165",17475,37463,5,81,1354769783.823,4,9999999
"14166",17540,37466,3,100,1354776437.26,6,-1894.09849083331
"14167",16811,37467,2,112,1354776607.847,6,9999999
"14168",7417,37470,6,2594,1354790474.653,10,6703.76000472228
"14169",3406,37472,1,1114,1354793335.297,11,9999999
"14170",11981,37475,7,177,1354799366,13,9999999
"14171",10399,37476,0,80,1354790455.31,10,-1879.75917138888
"14172",17547,37478,1,26,1354805056.087,14,9999999
"14173",16973,37481,1,372,1354806488.203,15,-1901.02336472227
"14174",8109,37482,0,117,1354806506.517,15,9999999
"14175",1005,37486,0,100,1354808279.597,15,9999999
"14176",17549,37490,2,193,1354809846.337,16,9999999
"14177",17550,37491,1,73,1354810486.677,16,9999999
"14178",8694,37493,5,80,1354812844.39,16,-1891.13552777774
"14179",17554,37496,4,341,1354817588.517,18,-1898.3466463889
"14180",17530,37497,0,835,1354821151.253,19,-706.353104444411
"14181",17558,37498,1,142,1354821769.81,19,9999999
"14182",17561,37501,1,142,1354824694.647,20,9999999
"14183",17560,37504,2,641,1354826090.61,20,9999999
"14184",17565,37506,1,140,1354827034.063,20,-1898.32229722222
"14185",16938,37507,3,208,1354828237.777,21,9999999
"14186",17568,37511,3,464,1354834597.753,22,-1608.62807944443
"14187",17052,37512,0,221,1354839323.747,0,9999999
"14188",7897,37513,2,67,1354845542.26,1,9999999
"14189",17571,37515,2,58,1354849875.083,3,9999999
"14190",17570,37516,4,110,1354851073.347,3,-1900.98701500005
"14191",16643,37521,0,8756,1354860193.403,6,-1900.00374527772
"14192",4344,37522,0,199,1354868344.22,8,-1904.20456027779
"14193",17574,37523,2,123,1354869161.61,8,-1908.69550083339
"14194",3899,37526,1,88,1354872644.243,9,-1896.81515083333
"14195",4344,37532,1,133,1354881043.177,11,9999999
"14196",17575,37533,3,216,1354882642.207,12,9999999
"14197",13449,37537,1,131,1354885009.833,12,9999999
"14198",17574,37538,0,59,1354886053.173,13,9999999
"14199",17581,37539,2,151,1354887403.923,13,9999999
"14200",10670,37540,3,372,1354887768.61,13,9999999
"14201",13636,37542,2,416,1354891647.977,14,9999999
"14202",17583,37544,3,87,1354893325,15,9999999
"14203",17084,37545,0,432,1354894371.613,15,9999999
"14204",17586,37546,2,209,1354895116.483,15,9999999
"14205",13636,37547,1,125,1354895442.297,15,9999999
"14206",6854,37548,1,517,1354895460.63,15,9999999
"14207",10539,37549,2,179,1354895812.06,15,9999999
"14208",14113,37551,1,79,1354898952.893,16,9999999
"14209",1566,37552,0,53,1354900199.697,17,9999999
"14210",16247,37553,1,209,1354901228.187,17,9999999
"14211",5464,37557,3,197,1354902960.073,17,-1903.03443611112
"14212",17588,37558,1,41,1354904819.867,18,-1903.69651666668
