"","Person","PostID","Score","ViewCount","QTime","HourQTime"
"12206",14283,38177,5,2508,1348829622.737,10
"12207",14464,38180,1,776,1348835255.983,12
"12208",6863,38184,0,206,1348838111.517,13
"12209",9405,38187,1,790,1348839851.987,13
"12210",14465,38188,3,1687,1348839875.193,13
"12211",12365,38192,1,155,1348843762.943,14
"12212",12365,38195,6,1320,1348844540.11,15
"12213",11623,38198,3,138,1348846241.477,15
"12214",14125,38201,0,1192,1348849487.807,16
"12215",11917,38203,0,269,1348851715.217,17
"12216",13799,38207,0,609,1348856869.123,18
"12217",14471,38208,1,72,1348858423.657,18
"12218",52,38210,0,158,1348859016.847,19
"12219",10841,38213,0,132,1348861574.75,19
"12220",14473,38214,1,180,1348861913.457,19
"12221",14472,38215,1,1759,1348861949.087,19
"12222",7918,38216,8,3031,1348863596.68,20
"12223",10389,38217,0,381,1348864672.36,20
"12224",14458,38218,7,1357,1348864884.573,20
"12225",6863,38224,2,86,1348872184.407,22
"12226",226,38225,1,492,1348874040.037,23
"12227",6750,38227,0,1037,1348874760.35,23
"12228",13022,38230,2,193,1348875685.227,23
"12229",15952,38232,4,2001,1348761728.92,16
"12230",14477,38237,0,267,1348887071.627,2
"12231",1005,38240,1,80,1348889549.883,3
"12232",14464,38245,2,1230,1348898077.28,5
"12233",9405,38248,1,1620,1348899444.13,6
"12234",13669,38249,4,337,1348901894.07,6
"12235",9553,38250,8,319,1348903019.283,7
"12236",14483,38254,0,89,1348908183.447,8
"12237",10457,38255,2,153,1348908263.007,8
"12238",14484,38258,0,483,1348915092.683,10
"12239",14487,38262,2,331,1348921582.987,12
"12240",14488,38268,1,238,1348927130.84,13
"12241",14490,38269,0,151,1348927190.677,13
"12242",14464,38273,11,1894,1348929146.353,14
"12243",1021,38275,2,404,1348931092.103,15
"12244",6920,38276,3,490,1348931861.703,15
"12245",14495,38280,0,222,1348942071.07,18
"12246",7344,38282,2,206,1348943870.297,18
"12247",4011,38283,0,64,1348949506.093,20
"12248",14496,38285,0,35,1348949898.027,20
"12249",9136,38288,0,179,1348952828.733,21
"12250",14498,38290,5,411,1348953694.653,21
"12251",14501,38296,8,2851,1348961411.483,23
"12252",11031,38297,1,87,1348962835.14,23
"12253",12733,38299,6,616,1348973587.403,2
"12254",14504,38300,1,322,1348979115.88,4
"12255",14487,38302,1,206,1348982438.157,5
"12256",315,38303,2,76,1348985669.807,6
"12257",14506,38305,7,328,1348992544.577,8
"12258",14507,38307,7,530,1348998834.647,9
"12259",14470,38308,2,124,1349000225.577,10
"12260",14506,38309,9,563,1349006866.547,12
"12261",10767,38320,1,103,1349021381.457,16
"12262",14495,38322,2,686,1349022431.813,16
"12263",1963,38323,5,184,1349022778.167,16
"12264",11899,38326,7,559,1349027197.403,17
"12265",1005,38328,3,200,1349028750.073,18
"12266",14557,38339,1,94,1349042933.317,22
"12267",14515,38347,3,102,1349054151.33,1
"12268",14519,38349,3,384,1349066443.683,4
"12269",7290,38350,13,1041,1349066776.423,4
"12270",14525,38353,2,207,1349070397.977,5
"12271",10457,38355,2,180,1349074275.843,6
"12272",13128,38359,1,74,1349078283.39,7
"12273",14528,38363,5,503,1349080882.027,8
"12274",14487,38364,2,297,1349081297.4,8
"12275",9364,38366,2,81,1349084004.643,9
"12276",5836,38370,16,1735,1349085313.813,9
"12277",14530,38379,2,573,1349091745.607,11
"12278",14531,38380,0,47,1349092604.3,11
"12279",14532,38382,2,871,1349095364.243,12
"12280",11116,38383,2,181,1349080428.043,8
"12281",10766,38386,2,132,1349097182.99,13
"12282",13348,38387,4,149,1349097987.987,13
"12283",14536,38389,3,440,1349099029.09,13
"12284",14262,38393,2,317,1349100219.147,14
"12285",14534,38394,2,191,1349102014.993,14
"12286",287,38401,9,219,1349112289.593,17
"12287",13634,38402,2,158,1349113018.607,17
"12288",9394,38403,21,938,1349113638.61,17
"12289",2040,38405,2,145,1349115567.683,18
"12290",13378,38408,0,963,1349117042.953,18
"12291",3026,38412,3,408,1349119022.393,19
"12292",14540,38413,5,243,1349119099.267,19
"12293",12891,38419,2,862,1349123545.757,20
"12294",9394,38420,40,2962,1349125274.413,21
"12295",2485,38422,1,62,1349126053.74,21
"12296",1329,38423,1,414,1349126988.933,21
"12297",9680,38424,1,127,1349127400.453,21
"12298",82,38429,2,137,1349129104.207,22
"12299",11408,38433,2,89,1349140925.237,1
"12300",3572,38436,3,390,1349143437.877,2
"12301",5264,38439,4,2025,1349144384.18,2
"12302",11048,38440,1,107,1349144732.037,2
"12303",7344,38446,0,418,1349150524.667,4
"12304",14550,38447,4,140,1349151406.093,4
"12305",13950,38448,1,560,1349152620.83,4
"12306",14156,38450,0,266,1349155944.54,5
"12307",9007,38452,1,62,1349161997.667,7
"12308",14556,38460,2,212,1349174707.113,10
"12309",13085,38463,2,422,1349176889.457,11
"12310",11116,38470,2,547,1349185122.247,13
"12311",686,38471,21,629,1349187482.057,14
"12312",10164,38474,4,77,1349189324.8,14
"12313",14562,38476,3,74,1349190736.253,15
"12314",14563,38479,3,107,1349191464.363,15
"12315",14565,38483,2,561,1349195194.533,16
"12316",14566,38487,8,1171,1349198654.44,17
"12317",14567,38488,0,280,1349198791.917,17
"12318",11748,38489,0,90,1349199552.44,17
"12319",10026,38491,2,331,1349203164.353,18
"12320",14570,38492,0,100,1349203291.433,18
"12321",442,38493,3,706,1349203666.673,18
"12322",11887,38494,2,302,1349203824.703,18
"12323",14405,38495,0,594,1348757596.317,14
"12324",14573,38500,2,300,1349206515.43,19
"12325",1434,38501,6,568,1349206724.773,19
"12326",14247,38502,4,66,1349207239.49,19
"12327",11116,38504,3,1341,1349208690.797,20
"12328",14577,38507,2,336,1349212035.983,21
"12329",14579,38509,3,1011,1349212582.34,21
"12330",14289,38523,0,254,1349219554.677,23
"12331",5509,38524,4,989,1349222352.963,23
"12332",8196,38530,8,4453,1349235510.35,3
"12333",14589,38534,3,203,1349238858.763,4
"12334",7653,38537,3,121,1349249645.213,7
"12335",12737,38540,7,100,1349252684.81,8
"12336",588,38541,2,1434,1349255125.9,9
"12337",14594,38542,3,54,1349255385.313,9
"12338",13525,38547,4,185,1349259300.993,10
"12339",14599,38548,3,6283,1349260835.883,10
"12340",14600,38550,2,512,1349264364.237,11
"12341",8394,38551,1,369,1349264441.52,11
"12342",11032,38552,6,265,1349264758.167,11
"12343",4213,38556,1,290,1349266581.75,12
"12344",14604,38567,4,200,1349271180.827,13
"12345",14606,38570,3,240,1349272646.007,13
"12346",14607,38571,2,374,1349273373.727,14
"12347",588,38577,1,166,1349277494.827,15
"12348",14614,38578,5,247,1349277838.687,15
"12349",14618,38580,2,621,1349279191.897,15
"12350",4829,38581,5,79,1349280398.033,16
"12351",14586,38587,1,641,1349285183.273,17
"12352",13389,38589,2,241,1349287220.31,18
"12353",5509,38591,4,155,1349288327.083,18
"12354",14163,38593,8,527,1349291913.21,19
"12355",14622,38599,2,471,1349295724.487,20
"12356",10669,38600,2,87,1349296498.893,20
"12357",10669,38601,3,336,1349296767.067,20
"12358",14626,38610,3,306,1349307517.84,23
"12359",14627,38611,1,450,1349307898.893,23
"12360",5509,38613,5,252,1349309636.753,0
"12361",5836,38616,12,542,1349314551.43,1
"12362",10354,38617,4,129,1349314604.377,1
"12363",14614,38619,1,35,1349321386.183,3
"12364",12370,38620,3,242,1349328179.533,5
"12365",14634,38622,1,117,1349330405.73,6
"12366",14635,38625,2,137,1349333540.89,6
"12367",14636,38626,2,256,1349333949.343,6
"12368",9716,38627,1,298,1349338910.393,8
"12369",5931,38629,3,776,1349340851.037,8
"12370",172,38631,3,2109,1349343374.557,9
"12371",14638,38632,7,151,1349343719.937,9
"12372",14640,38635,4,1755,1349347905.833,10
"12373",14643,38638,3,132,1349350147.337,11
"12374",442,38639,2,200,1349350894.547,11
"12375",14644,38640,1,468,1349351225.83,11
"12376",11059,38648,2,211,1349355254.407,12
"12377",14645,38656,3,177,1349358523.45,13
"12378",14647,38662,2,75,1349362358.47,14
"12379",14648,38663,2,423,1349362537.717,14
"12380",7666,38668,6,1953,1349368052.683,16
"12381",14649,38669,6,1523,1349368458.797,16
"12382",12427,38672,5,1677,1340703467.87,9
"12383",14653,38676,7,1280,1349376851.763,18
"12384",14660,38690,9,221,1349384056.077,20
"12385",12083,38696,4,490,1349387044.223,21
"12386",11116,38701,2,67,1349395546.737,0
"12387",14665,38709,5,1202,1349415575.647,5
"12388",14666,38710,6,1522,1349418763.61,6
"12389",4864,38711,0,35,1349419860.75,6
"12390",10064,38712,0,148,1349420662.18,7
"12391",12603,38715,3,188,1349424628.883,8
"12392",14674,38719,0,96,1349434096.35,10
"12393",14677,38724,0,714,1349441947.7,12
"12394",14283,38727,3,120,1349444272.513,13
"12395",14679,38730,8,1367,1349445034.357,13
"12396",14681,38734,1,391,1349450962.13,15
"12397",14683,38741,1,350,1349452492.727,15
"12398",6301,38742,1,70,1349453163.067,16
"12399",14684,38744,3,541,1349453725.353,16
"12400",13402,38749,4,192,1349460018.913,18
"12401",14689,38750,5,984,1349463212.58,18
"12402",876,38751,3,223,1349464290.91,19
"12403",14690,38752,4,135,1349465175.117,19
"12404",14500,38754,0,300,1349472575.453,21
"12405",14701,38755,4,850,1349475096.853,22
"12406",14661,38756,9,361,1349476227.61,22
"12407",14687,38757,4,81,1349477109.12,22
"12408",14693,38759,2,99,1349482099.333,0
"12409",14694,38762,1,286,1349485361.023,1
"12410",13154,38764,3,259,1349494110.067,3
"12411",14697,38765,4,779,1349494148.913,3
"12412",13431,38770,5,490,1349519784.247,10
"12413",14699,38773,4,355,1349525455.327,12
"12414",14084,38776,2,338,1349526003.97,12
"12415",8226,38777,3,2787,1349526758.207,12
"12416",6863,38784,1,522,1349539490.903,16
"12417",14703,38787,0,1475,1349540688.55,16
"12418",3693,38797,3,109,1349554055.323,20
"12419",14707,38799,1,1662,1349554950.213,20
"12420",12737,38805,0,135,1349568753.357,0
"12421",12324,38808,2,80,1349572050.827,1
"12422",10164,38810,0,338,1349580041.947,3
"12423",2516,38815,0,32,1349589639.853,6
"12424",12737,38816,0,103,1349591266.67,6
"12425",12603,38826,1,76,1349611580.72,12
"12426",14262,38829,2,209,1349615072.703,13
"12427",14719,38830,1,132,1349615875.657,13
"12428",6965,38831,5,576,1349618500.767,14
"12429",10926,38832,2,221,1349620629.707,14
"12430",14722,38834,1,61,1349621640.27,14
"12431",3305,38835,4,364,1349623288.047,15
"12432",4054,38837,3,421,1349628306.913,16
"12433",6863,38838,2,1356,1349628611.417,16
"12434",14289,38839,0,26,1349630300.377,17
"12435",14289,38841,3,1203,1349631096.413,17
"12436",12540,38844,1,1087,1349633770.397,18
"12437",14726,38847,0,65,1349635915.82,18
"12438",14727,38852,3,188,1349638525.737,19
"12439",14701,38853,3,620,1349638932.31,19
"12440",14728,38856,15,3499,1349639121.457,19
"12441",6479,38866,1,220,1349647377.993,22
"12442",14731,38868,1,127,1349649942.727,22
"12443",2516,38870,1,124,1349589573.737,5
"12444",14289,38873,1,102,1349652054.003,23
"12445",2719,38874,1,283,1349652217.69,23
"12446",14730,38881,4,529,1349654867.407,0
"12447",5264,38884,5,126,1349660285.7,1
"12448",14737,38886,3,253,1349664581.177,2
"12449",13985,38889,0,1532,1349670269.717,4
"12450",14741,38893,1,153,1349682100.183,7
"12451",8114,38894,-1,244,1349683100.83,7
"12452",14730,38897,2,188,1349686219.53,8
"12453",5509,38904,1,142,1349690721.053,10
"12454",14744,38905,8,282,1349691198.993,10
"12455",14745,38913,3,185,1349697991.55,12
"12456",15989,38922,3,733,1349657950.987,0
"12457",14751,38924,2,93,1349705099.65,14
"12458",6446,38926,4,57,1349706776.52,14
"12459",14755,38927,1,184,1349708455.183,15
"12460",6897,38928,4,496,1349708961.573,15
"12461",364,38929,1,48,1349711790.69,15
"12462",13799,38932,1,46,1349715532.4,16
"12463",14284,38934,1,68,1349716828.58,17
"12464",14557,38935,3,322,1349719482.447,18
"12465",12169,38940,3,449,1349722116.353,18
"12466",13154,38952,4,214,1349726092.777,19
"12467",14810,38953,4,194,1349717996.373,17
"12468",740,38955,1,62,1349728710.15,20
"12469",9171,38957,2,331,1349735344.013,22
"12470",8926,38961,1,77,1349736857.037,22
"12471",14514,38962,24,2508,1349737075.327,22
"12472",9405,38963,0,58,1349737378.88,23
"12473",11584,38965,2,162,1349739900.013,23
"12474",14464,38967,9,2212,1349742565.453,0
"12475",14770,38972,1,74,1349743943.617,0
"12476",14768,38973,2,46,1349743964.317,0
"12477",11511,38975,5,1545,1349744758.95,1
"12478",13698,38976,9,413,1349749791.45,2
"12479",12737,38979,10,322,1349757292.277,4
"12480",11584,38983,0,182,1349765799.95,6
"12481",11584,38986,3,848,1349772833.48,8
"12482",14794,38987,4,125,1349773063.113,8
"12483",5404,38994,5,126,1349782463.153,11
"12484",14779,38995,4,1028,1349785391.597,12
"12485",14780,38996,3,204,1349785480.813,12
"12486",14781,38997,0,39,1349785575.99,12
"12487",14782,39000,1,749,1349786222.793,12
"12488",14783,39004,7,492,1349787979.093,13
"12489",14730,39006,6,272,1349790202.543,13
"12490",14730,39007,1,396,1349790595.203,13
"12491",14785,39010,3,361,1349792517.563,14
"12492",14787,39013,1,123,1349793804.073,14
"12493",7486,39017,1,412,1349796411.243,15
"12494",14730,39018,2,345,1349796906.513,15
"12495",14791,39021,0,236,1349798547.007,16
"12496",12786,39022,0,478,1349798755.243,16
"12497",14793,39023,2,1219,1349800317.833,16
"12498",14764,39024,3,1018,1349801115.357,16
"12499",14730,39027,12,320,1349802541,17
"12500",14731,39031,3,1913,1349804612.183,17
"12501",14831,39037,6,3719,1349801431.44,16
"12502",14532,39040,1,505,1349808626.747,18
"12503",14796,39042,3,1075,1349808963.86,18
"12504",14831,39044,1,24,1349802268.977,17
"12505",14289,39048,2,23,1349811411.287,19
"12506",3026,39049,0,189,1349811906.027,19
"12507",14790,39052,5,148,1349812914.343,20
"12508",14801,39054,2,240,1349815427.073,20
"12509",14802,39057,1,82,1349816064.19,20
"12510",2706,39058,0,409,1349817457.9,21
"12511",10119,39061,1,159,1349824574.317,23
"12512",14807,39062,2,542,1349824597.133,23
"12513",13022,39063,2,221,1349828635.797,0
"12514",10141,39071,1,113,1349844983.78,4
"12515",8089,39073,7,416,1349846008.207,5
"12516",14730,39076,1,274,1349848161.313,5
"12517",14730,39077,1,466,1349851754.793,6
"12518",14815,39080,0,831,1349853753.277,7
"12519",14730,39081,2,587,1349856030.24,8
"12520",14730,39082,16,924,1349856980.923,8
"12521",12603,39083,3,1471,1349857276.137,8
"12522",14817,39087,5,1107,1349860273.347,9
"12523",14819,39096,4,409,1349867862.443,11
"12524",13933,39105,3,284,1349875018.943,13
"12525",6,39110,4,981,1349876495.317,13
"12526",4733,39113,2,96,1349877991.347,14
"12527",14826,39115,5,1020,1349879905.91,14
"12528",14795,39116,0,239,1349882454.34,15
"12529",3831,39117,1,76,1349883472.117,15
"12530",11748,39119,1,518,1349887139.06,16
"12531",14834,39125,1,185,1349891348.373,17
"12532",13320,39126,1,134,1349892772.167,18
"12533",12329,39128,0,72,1349896993.343,19
"12534",7071,39129,1,54,1349897463.81,19
"12535",12329,39132,3,171,1349898550.91,19
"12536",12096,39137,5,175,1349902325.96,20
"12537",14838,39138,1,605,1349902710.527,20
"12538",4908,39139,1,91,1349902819.523,21
"12539",14839,39140,3,274,1349902880.74,21
"12540",14837,39141,1,175,1349903192.017,21
"12541",14842,39143,1,190,1349905962.547,21
"12542",9342,39144,2,950,1349906454.34,22
"12543",14843,39149,1,431,1349909727.21,22
"12544",4127,39150,3,376,1349910196.283,23
"12545",12329,39153,3,156,1349912018.413,23
"12546",13888,39160,2,92,1349915621.993,0
"12547",14846,39161,1,188,1349919111.417,1
"12548",5547,39163,3,282,1349922398.773,2
"12549",13487,39164,1,1835,1349923856.527,2
"12550",14848,39169,-1,1134,1349925684.743,3
"12551",4593,39174,0,41,1349935835.89,6
"12552",14836,39175,1,14,1349891360.597,17
"12553",14730,39177,14,382,1349940214.067,7
"12554",13582,39178,1,45,1349941559.857,7
"12555",11820,39182,2,1922,1349946457.523,9
"12556",14624,39187,1,578,1349953275.803,11
"12557",14730,39188,4,150,1349954068.887,11
"12558",14730,39192,4,192,1349957725.22,12
"12559",14525,39194,0,1399,1349959979.013,12
"12560",14859,39195,0,145,1349960972.6,13
"12561",14861,39199,1,113,1349963724.583,13
"12562",14862,39203,0,30,1349965146.393,14
"12563",11615,39206,0,138,1349967485.377,14
"12564",14864,39208,0,245,1349968065.49,15
"12565",11030,39211,0,897,1349879497.93,14
"12566",14866,39214,1,185,1349971860.53,16
"12567",14867,39215,6,347,1349971861.42,16
"12568",2020,39216,0,164,1349971862.777,16
"12569",14415,39220,3,90,1349974296.82,16
"12570",14556,39221,1,550,1349974947.99,17
"12571",13002,39224,1,219,1349975880.503,17
"12572",14868,39227,2,1821,1349977815.207,17
"12573",12602,39230,3,185,1349982164.797,19
"12574",1005,39231,0,852,1349982781.06,19
"12575",14360,39232,15,873,1349983388.62,19
"12576",14305,39233,2,127,1349973017.36,16
"12577",9171,39238,1,102,1349986040.263,20
"12578",14730,39240,2,118,1349988005.09,20
"12579",12576,39243,3,5839,1349988511.193,20
"12580",14866,39244,1,108,1349988691.987,20
"12581",14871,39245,1,398,1349989229.947,21
"12582",14872,39246,0,37,1349989859.59,21
"12583",4007,39249,1,133,1349991175.35,21
"12584",14795,39252,1,258,1349995190.007,22
"12585",8627,39259,0,535,1350003836.31,1
"12586",14874,39260,2,885,1350004690.953,1
"12587",13022,39261,2,226,1350005709.253,1
"12588",5339,39266,7,160,1350011755.203,3
"12589",14666,39268,2,258,1350014447.567,4
"12590",14878,39269,0,116,1350016888.19,4
"12591",7556,39272,2,468,1350031190.65,8
"12592",14883,39274,2,125,1350032491.37,9
"12593",14886,39279,8,3409,1350041392.603,11
"12594",13402,39280,4,68,1350041528.72,11
"12595",14887,39283,8,432,1350043765.227,12
"12596",6827,39292,2,108,1350049822.01,13
"12597",14890,39297,11,399,1350056388.67,15
"12598",9728,39299,1,143,1350058361.873,16
"12599",8286,39303,1,111,1350061395.107,17
"12600",14892,39306,0,69,1350062897.337,17
"12601",14895,39307,1,30,1350064838.517,18
"12602",14194,39309,1,390,1350070965.71,19
"12603",12715,39314,2,1033,1350077745.513,21
"12604",14897,39316,5,222,1350081609.617,22
"12605",11279,39317,0,93,1350090177.13,1
"12606",14899,39318,4,101,1350091553.153,1
"12607",14900,39319,5,285,1350095564.46,2
"12608",14904,39322,0,293,1350105681.783,5
"12609",14905,39323,3,2396,1350106376.59,5
"12610",4278,39325,1,431,1350111568.887,6
"12611",14909,39330,1,129,1350132619.377,12
"12612",14910,39332,1,208,1350138684.19,14
"12613",14911,39336,2,177,1350144144.313,16
"12614",14912,39337,2,469,1350149816.79,17
"12615",15912,40338,1,246,1350157091.64,19
"12616",15913,40342,4,2772,1350160792.047,20
"12617",15914,40343,2,82,1350161679.237,20
"12618",10926,40344,0,289,1350162236.49,21
"12619",13487,40348,0,72,1350164968.497,21
"12620",14897,40349,1,35,1350167228.967,22
"12621",13950,40352,2,85,1350173076.287,0
"12622",12036,40354,6,3092,1350177136.53,1
"12623",12486,40356,1,117,1350180222.457,2
"12624",12486,40362,1,157,1350189997.4,4
"12625",9887,40363,2,1931,1350190654.86,4
"12626",15921,40364,1,687,1350193362.563,5
"12627",15922,40365,5,824,1350194276.02,5
"12628",14305,40372,3,260,1350209246.29,10
"12629",15926,40378,1,55,1350221993.723,13
"12630",12911,40381,0,119,1350226497.367,14
"12631",7968,40382,7,620,1350227815.793,15
"12632",15927,40383,0,615,1350228661.487,15
"12633",7828,40384,24,1313,1350229667.893,15
"12634",14731,40385,7,2479,1350230952.517,16
"12635",14911,40395,2,168,1350240865.083,18
"12636",10649,40399,1,21,1350246777.843,20
"12637",15916,40400,6,178,1350247792.177,20
"12638",3760,40402,0,63,1350248452.427,21
"12639",15934,40407,-1,1674,1350252574.353,22
"12640",11405,40410,1,1135,1350254643.14,22
"12641",15937,40416,1,186,1350263139.673,1
"12642",9836,40420,1,486,1350278315.733,5
"12643",9146,40421,2,399,1350281899.227,6
"12644",14163,40422,1,72,1350285376.81,7
"12645",15945,40426,2,222,1350292718.903,9
"12646",13957,40427,-3,614,1350293676.25,9
"12647",2526,40429,2,383,1350295383.327,10
"12648",14856,40441,1,3021,1350298003.06,10
"12649",15949,40442,2,99,1350299321.68,11
"12650",10069,40443,3,1434,1350299891.177,11
"12651",14643,40447,1,151,1350302346.277,11
"12652",15952,40453,5,743,1350304511.937,12
"12653",15957,40454,6,1911,1350313129.92,14
"12654",5509,40456,0,243,1350314486.593,15
"12655",1390,40459,17,380,1350317688.897,16
"12656",14163,40465,2,432,1350320727.347,17
"12657",12817,40466,1,254,1349976864.83,17
"12658",14699,40469,1,65,1350324211.44,18
"12659",15963,40473,0,65,1350327898.817,19
"12660",14163,40477,1,65,1350330684.83,19
"12661",7194,40479,0,81,1350330993.737,19
"12662",9677,40482,1,874,1350335472.907,21
"12663",15966,40483,-1,365,1350335938.3,21
"12664",2040,40485,0,287,1350339655.33,22
"12665",15968,40487,3,253,1350341879.643,22
"12666",15973,40495,3,1046,1350354779.42,2
"12667",15975,40498,2,286,1350363329.99,4
"12668",15976,40499,2,451,1350367277.367,6
"12669",15978,40504,6,5732,1350379800.727,9
"12670",15979,40505,1,57,1350380472.423,9
"12671",5509,40506,1,156,1350381101.817,9
"12672",15980,40507,3,163,1350381623.333,10
"12673",15983,40512,3,582,1350388805.163,12
"12674",15984,40514,2,601,1350391903.683,12
"12675",4213,40515,0,55,1350392917.443,13
"12676",15985,40517,0,282,1350393096.077,13
"12677",15986,40518,1,174,1350393788.23,13
"12678",15988,40527,0,541,1350396673.023,14
"12679",8218,40532,1,713,1350401038.697,15
"12680",15993,40534,4,189,1350403851.85,16
"12681",15998,40537,2,135,1350403895.44,16
"12682",14305,40539,0,79,1350407455.41,17
"12683",15995,40540,2,108,1350408888.96,17
"12684",13402,40542,4,855,1350410861.713,18
"12685",11195,40543,1,210,1350410867.177,18
"12686",15999,40546,1,1616,1350415291.27,19
"12687",13690,40549,3,795,1350418371.2,20
"12688",14701,40553,1,450,1350422981.227,21
"12689",16002,40554,1,309,1350423677.227,21
"12690",16003,40555,1,173,1350424472.947,21
"12691",14731,40560,2,866,1350427176.753,22
"12692",16005,40568,1,217,1350439360.033,2
"12693",4045,40570,4,144,1350450496.653,5
"12694",172,40571,1,167,1350455073.493,6
"12695",582,40572,3,175,1350457484.807,7
"12696",13526,40574,2,53,1350461549.317,8
"12697",16011,40575,7,372,1350463134.463,8
"12698",14888,40576,5,1078,1350463600.11,8
"12699",14643,40577,0,53,1350463790.98,8
"12700",13565,40581,-1,169,1350468871.11,10
"12701",16014,40582,1,148,1350469723.803,10
"12702",4370,40584,13,347,1350479329.323,13
"12703",7964,40585,4,148,1350481904.503,13
"12704",15966,40588,6,625,1350483041.86,14
"12705",16017,40592,3,331,1350485758.073,14
"12706",16018,40593,2,31,1350486454.457,15
"12707",13516,40598,16,3494,1350493754.977,17
"12708",16020,40599,1,264,1350494400.737,17
"12709",16022,40602,9,1967,1350496252.967,17
"12710",16021,40603,3,405,1350494392.693,17
"12711",16019,40604,3,220,1350497190.423,18
"12712",16003,40606,1,228,1350501736,19
"12713",16025,40607,0,1059,1350503495.27,19
"12714",14807,40608,8,219,1350504423.507,20
"12715",16027,40613,2,1043,1350511175.457,21
"12716",16028,40614,2,232,1350512442.743,22
"12717",16030,40615,1,77,1350514293.387,22
"12718",15979,40616,0,617,1350514345.917,22
"12719",16031,40617,3,222,1350514670.62,22
"12720",16032,40621,2,132,1350516670.497,23
"12721",9342,40622,0,152,1350517678.06,23
"12722",14666,40624,5,181,1350518257.473,23
"12723",10518,40627,1,86,1350526215.333,2
"12724",14267,40629,1,195,1350531745.417,3
"12725",12750,40632,3,120,1350538303.723,5
"12726",13128,40638,0,404,1350545740.883,7
"12727",10389,40639,3,1385,1350547737.29,8
"12728",12737,40641,3,100,1350549522.267,8
"12729",16037,40643,2,162,1350551998.413,9
"12730",16040,40646,1,240,1350554394.07,9
"12731",16032,40647,2,3072,1350555832.02,10
"12732",16044,40651,-3,139,1350561414.78,11
"12733",16047,40658,1,98,1350566859.773,13
"12734",16046,40659,1,486,1350567082.173,13
"12735",10389,40666,0,457,1350570383.257,14
"12736",46192,40667,5,326,1349973338.32,16
"12737",13690,40668,2,135,1350571468.96,14
"12738",16075,40670,7,2110,1350565627.17,13
"12739",14699,40674,2,231,1350574558.583,15
"12740",3014,40680,5,507,1350576175.293,16
"12741",16052,40686,2,98,1350581125.833,17
"12742",16069,40687,0,176,1350583312.653,18
"12743",16027,40692,1,491,1350585294.187,18
"12744",16056,40695,4,95,1350590936.02,20
"12745",12626,40697,1,124,1350592017.55,20
"12746",16055,40698,1,87,1350593657.87,20
"12747",16059,40700,1,100,1350595000.503,21
"12748",16057,40701,4,415,1350595468.297,21
"12749",14900,40702,0,76,1350600828.06,22
"12750",16060,40704,3,69,1350601974.487,23
"12751",16066,40715,1,463,1350617256.76,3
"12752",10669,40723,3,443,1350630325.31,7
"12753",16072,40724,2,108,1350630895.117,7
"12754",2294,40726,4,264,1350632762.49,7
"12755",10524,40731,2,210,1350638499.48,9
"12756",588,40732,3,473,1350639111.697,9
"12757",16073,40734,1,520,1350640215.873,9
"12758",10488,40735,0,391,1350641821.77,10
"12759",16074,40737,9,3069,1350642016.023,10
"12760",4253,40739,11,568,1350649543.613,12
"12761",1390,40742,3,111,1350653416.437,13
"12762",16079,40743,1,67,1350654586.97,13
"12763",8553,40744,3,156,1350654724.313,13
"12764",17057,40745,2,889,1350642843.35,10
"12765",12626,40749,2,301,1350656726.767,14
"12766",14289,40752,0,172,1350658548.747,14
"12767",13636,40764,4,347,1350665339.387,16
"12768",13041,40765,2,188,1350665685.263,16
"12769",16028,40766,1,108,1350666811.627,17
"12770",7802,40768,1,121,1350669104.27,17
"12771",561,40769,47,2299,1350671558.757,18
"12772",13104,40775,6,1163,1350676168.82,19
"12773",14731,40776,2,136,1350676680.25,19
"12774",14323,40777,5,229,1350677203.84,20
"12775",7411,40778,0,217,1350677632.923,20
"12776",13516,40779,4,2715,1350680401.963,21
"12777",16088,40780,3,179,1350680767.637,21
"12778",4556,40783,4,134,1350682152.73,21
"12779",16089,40788,3,230,1350690659.467,23
"12780",16091,40789,1,263,1350692067.18,0
"12781",13402,40790,1,76,1350692253.243,0
"12782",14731,40792,1,295,1350695878.697,1
"12783",16089,40793,0,117,1350695921.057,1
"12784",5915,40794,1,127,1350696079.867,1
"12785",16089,40795,4,713,1350696716.1,1
"12786",16093,40799,5,306,1350702369.783,3
"12787",16096,40801,0,97,1350705370.013,3
"12788",12898,40804,4,197,1350712128.62,5
"12789",16101,40808,15,2963,1350729884.513,10
"12790",16102,40810,2,339,1350732808.977,11
"12791",16104,40812,1,176,1350747579.223,15
"12792",12615,40815,4,181,1350752623.62,17
"12793",1005,40818,2,6936,1350761431.113,19
"12794",603,40819,1,114,1350761457.447,19
"12795",16000,40826,1,150,1350768176.213,21
"12796",4337,40827,0,40,1350769501.373,21
"12797",16089,40838,1,629,1350775142.46,23
"12798",13472,40846,1,161,1350782439.59,1
"12799",16047,40852,0,2033,1350792854.543,4
"12800",7556,40853,5,464,1350793437.763,4
"12801",16112,40854,2,318,1350798976.717,5
"12802",1679,40856,9,390,1350805416.52,7
"12803",16114,40859,1,154,1350808680.14,8
"12804",16115,40860,1,281,1350810003.273,9
"12805",16078,40861,3,2410,1350812921.227,9
"12806",13702,40863,2,100,1350814562.013,10
"12807",14163,40868,4,680,1350820158.037,11
"12808",16117,40869,2,213,1350822380.743,12
"12809",5509,40870,5,880,1350822808.863,12
