"","Person","PostID","Score","ViewCount","QTime","HourQTime","Response_hour"
"11023",12710,30294,0,157,1344366895.93,19,-1358.22546388891
"11025",11475,30301,0,155,1344371979.613,20,-1353.88201194445
"11026",13147,30303,7,5576,1344373705.797,21,-1353.9750233333
"11031",13153,30317,0,150,1344391622.11,2,-1353.40670555558
"11037",13158,30329,4,111,1344430821.81,13,-1360.20449361112
"11048",12287,30363,1,25,1344464070.74,22,-1354.21515638888
"11049",13170,30369,2,171,1344488557.517,5,-1361.19895944443
"11052",13175,30377,1,119,1344506152.893,9,-1332.1417972223
"11055",12287,30385,1,53,1344512356.493,11,-1364.48546000004
"11057",5191,30387,5,421,1344514972.783,12,-1363.8816961111
"11058",13100,30388,2,60,1344515754.323,12,-1362.92296111107
"11059",9583,30390,10,510,1344517310.033,13,-1363.6985711111
"11062",13167,30397,3,36,1344526433.15,15,-1331.57060472223
"11065",13183,30402,2,695,1344529803.113,16,-1365.61014805555
"11070",44915,30415,0,81,1344397046.153,3,-1317.34645999995
"11075",13195,30429,6,134,1344559082.07,0,-1357.77286388887
"11077",10438,30432,4,64,1344566905.87,2,-1359.87988416665
"11079",198,30435,5,355,1344570311.593,3,-1361.0703611111
"11086",8006,30456,6,273,1344608304.11,14,-1343.9513147223
"11090",12246,30468,2,414,1344615409.74,16,-1366.01171194441
"11095",13211,30476,3,131,1344622986.163,18,-1366.00555361112
"11098",9177,30483,-1,645,1344629874.533,20,-1151.12029249999
"11100",2405,30490,6,250,1344634847.113,21,-1363.76754527774
"11106",13222,30511,-1,1491,1344672083.21,8,-1364.77822777781
"11112",13228,30526,2,383,1344697069.77,14,2612.43979166667
"11117",7216,30540,8,3392,1344724278.357,22,-1371.92369999998
"11121",12603,30554,1,252,1344767702.08,10,-1366.93942583329
"11125",12339,30562,2,145,1344780849.283,14,-1380.46826555557
"11127",2425,30569,3,196,1344812369.227,22,-1378.12138333334
"11128",12106,30573,6,1611,1344824515.587,2,-1116.46153888888
"11131",13249,30578,0,157,1344834166.683,5,-1383.53291194446
"11143",12236,30602,5,853,1344870575.66,15,-1367.1194741667
"11144",13258,30604,5,181,1344872505.62,15,5497.20148527781
"11152",12637,30623,3,303,1344891174.303,20,-1376.42223777778
"11158",13277,30633,2,196,1344899358.587,23,26.1884111111694
"11161",12715,30644,4,429,1344934102.21,8,-1373.3360658333
"11163",12265,30649,2,156,1344942949.637,11,-1192.75908722228
"11165",13292,30653,2,461,1344948962.203,12,-1372.41353055557
"11166",4290,30654,1,102,1344950044.89,13,-1370.63710638887
"11169",13298,30660,0,179,1344958291.787,15,-1370.15030472219
"11172",12786,30664,1,149,1344962914.917,16,-1366.45053333335
"11173",13302,30666,1,153,1344965181.833,17,-1373.17528222223
"11175",13212,30673,2,731,1344971693.583,19,-1371.12201666666
"11177",253,30680,10,1525,1344979724.677,21,-1374.10670000003
"11179",13309,30687,6,171,1344999143.603,2,-1321.38932388888
"11184",13315,30704,3,62,1345040397.597,14,-1379.12873055557
"11187",13312,30708,2,111,1345042009.743,14,-1383.15145166669
"11193",10837,30717,5,417,1345047238.58,16,-1380.61097861111
"11194",13330,30720,1,36,1345049508.17,16,-1370.35619527777
"11196",13331,30731,3,144,1345054033.167,18,-1372.73952611109
"11197",13332,30736,0,258,1345056027.067,18,-1336.44536777774
"11207",13342,30763,3,87,1345104086.75,8,-1378.59717416671
"11208",13343,30764,2,204,1345107738.28,9,-1322.90894527773
"11218",2912,30790,3,359,1345131896.933,15,-1377.68083972222
"11220",13002,30797,2,167,1345136120.493,16,-1181.72000555555
"11223",8013,30801,5,629,1345138337.847,17,-1364.04042888893
"11227",13270,30813,8,383,1345151286.51,21,-1372.07581194447
"11232",13367,30825,1,317,1345172725.357,3,-1355.82268249995
"11235",13368,30829,0,222,1345180042.193,5,-1374.60599055562
"11237",7159,30834,2,299,1345188236.737,7,-1375.24570749998
"11238",12397,30835,8,287,1345193740.157,8,-1369.83273722225
"11246",13384,30857,0,38,1345225322.677,17,-1375.78147694442
"11248",13387,30863,2,125,1345230616.327,19,2250.90458055549
"11253",13390,30875,5,188,1345235093.147,20,-1370.09177694447
"11254",13351,30876,2,174,1345236680.2,20,-1373.32667861111
"11259",12750,30890,1,4402,1345281354.033,9,316.27257777777
"11278",12851,30928,6,937,1345357010.577,6,-1318.95941861113
"11285",5176,30948,7,87,1345396570.503,17,-1390.50850555559
"11292",13432,30959,1,163,1345411797.547,21,-1292.36342499998
"11295",5671,30963,4,56,1345419043.09,23,10817.2575758333
"11296",12860,30967,2,280,1345420030.537,23,-1392.9999038889
"11297",8137,30970,3,263,1345425787.233,1,-1392.22064805554
"11299",10877,30976,6,298,1345430459.463,2,-1390.30766555554
"11302",7045,30986,4,98,1345443733.15,6,-1377.89766666671
"11303",12260,30987,4,597,1345446671.883,7,-1338.94983055552
"11306",12202,30995,1,265,1345452197.74,8,-1316.70212305552
"11310",13451,31006,0,647,1345472054.943,14,-1383.91436666667
"11312",5466,31014,2,167,1345475055.38,15,-1368.74775555558
"11314",13455,31027,11,1701,1345484799.917,17,-1372.18374083334
"11333",6793,31083,4,165,1345564005.493,15,-1365.418135
"11340",7025,31103,9,337,1345578542.13,19,-1333.34201194445
"11342",10151,31113,0,124,1345592227.48,23,-43.8561666666799
"11344",8881,31118,1,61,1345607451.253,3,16535.4108519444
"11345",13167,31121,3,851,1345614146.86,5,-1282.7482230556
"11346",13404,31122,0,106,1345618773.57,6,-1360.14244527777
"11347",10767,31123,5,205,1345621326.823,7,-1361.71550083333
"11350",10675,31126,4,1205,1345625263.693,8,-1362.94769333336
"11352",13173,31134,3,339,1345633483.013,11,-1361.34784333335
"11354",9343,31139,5,144,1345638964.917,12,-1362.72330194447
"11357",13451,31142,1,581,1345644755.603,14,-1084.07710916665
"11360",12476,31152,3,150,1345650595.827,15,-1365.50379444447
"11366",13214,31164,2,138,1345656998.707,17,-1365.3940361111
"11367",10720,31166,0,98,1345658679.573,18,-1364.84416388889
"11380",13520,31195,4,295,1345682113.07,0,-1348.35953333331
"11381",13522,31201,3,1332,1345695652.637,4,-1360.21431305554
"11391",13531,31219,2,788,1345710654.76,8,-1360.79506472223
"11396",13002,31240,2,101,1345744299.153,17,-1366.19906277776
"11401",6720,31249,1,156,1345753612.993,20,-1367.03695916666
"11402",1566,31256,1,493,1345763575.977,23,-1367.65761388891
"11405",511,31260,3,123,1345769992.24,0,-1358.05816861113
"11409",9203,31266,2,477,1345799653.53,9,-1370.2051325
"11415",13557,31275,2,117,1345811387.05,12,-1367.67830555552
"11417",13559,31278,13,5048,1345818023.22,14,-1358.37568611112
"11420",7411,31284,2,87,1345823039.09,15,-1368.54669249998
"11426",13566,31299,4,641,1345834604.773,18,-1359.48870833337
"11429",13525,31308,4,957,1345845666.177,22,-1370.2932352778
"11446",7918,31346,0,132,1345907022.11,15,-1373.58598250005
"11450",12423,31352,7,1239,1345920615.68,18,-1371.5965027778
"11454",13591,31358,1,31,1345929416.553,21,-1375.44821472221
"11455",13591,31361,0,611,1345934198.03,22,-1376.03414166669
"11456",13594,31362,5,376,1345917571.33,17,-1396.4446833333
"11458",13546,31364,3,1544,1345938607.147,23,-1376.39868055556
"11459",13597,31366,1,350,1345941324.543,0,-1377.3413813889
"11467",6897,31391,1,69,1346017106.313,21,-1344.90550277776
"11471",13002,31397,1,81,1346028800.553,0,-1396.41242305557
"11472",13616,31400,0,3206,1346047999.59,6,-1401.14292305556
"11473",13619,31401,2,60,1346049538.49,6,-1300.79863611109
"11479",11091,31419,4,422,1346081767.707,15,-1401.25812777778
"11483",13633,31424,3,128,1346085164.83,16,-1397.33592305554
"11486",2817,31430,14,3365,1346088427.977,17,-1392.84922055556
"11490",13561,31443,4,189,1346105795.527,22,-1387.22686666667
"11495",13647,31455,4,93,1346131068.41,5,-1395.44266583337
"11501",12603,31469,3,1462,1346150152.997,10,-1390.11371666663
"11510",2425,31486,1,946,1346167295.793,15,-1340.52671388884
"11512",13661,31494,3,185,1346175367.057,17,-1378.36030555553
"11513",13662,31495,2,377,1346175850.39,17,-1362.04439249992
"11516",13665,31501,0,29,1346182693.747,19,-1376.41624083334
"11517",8402,31502,4,88,1346184181.82,20,-1370.39626305554
"11520",12607,31506,3,98,1346188161.013,21,56.8722344444195
"11521",8763,31509,7,201,1346189388.457,21,-1375.82789444447
"11522",13671,31516,1,319,1346196319.29,23,-1376.76156583336
"11525",13674,31523,6,399,1346208454.27,2,-1377.24887694445
"11526",721,31527,4,466,1346220394.21,6,-1378.71249805556
"11527",2912,31530,3,421,1346231162.813,9,-1371.77256555551
"11528",12423,31534,1,2997,1346240370.41,11,-1369.5289694445
"11529",13685,31536,5,441,1346242390.417,12,-1380.42263805555
"11533",12842,31548,1,105,1346267839.18,19,-1375.56980555554
"11535",13695,31552,1,182,1346271345.683,20,-1374.80428972224
"11536",10389,31553,1,209,1346271535.117,20,-1380.43904555559
"11543",12603,31565,7,182,1346318802.33,9,-1386.87860194445
"11546",7968,31574,2,311,1346227875.727,8,-1358.64929722223
"11549",8744,31579,0,71,1346339575.56,15,-1390.37306388888
"11555",4598,31597,2,366,1346360201.487,20,-1390.76846777777
"11556",13716,31598,0,546,1346360438.06,21,-1390.87096305556
"11566",13525,31621,0,139,1346419184.043,13,-1394.65817388886
"11567",10017,31622,3,217,1346419344.893,13,-1394.55430916667
"11574",13741,31636,0,50,1346429319.107,16,3446.22832500007
"11577",8627,31645,1,94,1346432896.763,17,-1388.49172111114
"11578",2912,31648,1,159,1346435315.62,17,-1388.66046194441
"11587",13634,31666,6,972,1346447071.477,21,-1373.66944722222
"11589",11192,31678,0,767,1346471770.477,3,-1376.46919638892
"11590",5339,31679,3,191,1346472672.867,4,-1383.05600555559
"11591",9405,31680,0,963,1346475382.157,4,-1380.34266500003
"11595",13765,31687,3,1514,1346495346.67,10,-1386.8813480556
"11598",8333,31697,2,233,1346504967.47,13,-1388.52167222222
"11605",4733,31718,4,775,1346525539.713,18,-1391.58563972221
"11606",5280,31720,1,142,1346526835.653,19,-1388.79642944442
"11608",8605,31724,3,950,1346530216.077,20,-1391.26602694445
"11609",10776,31726,0,502,1346534064.74,21,-1391.89457305557
"11610",13130,31727,4,848,1346534235.45,21,-1373.8841686111
"11612",13782,31734,3,699,1346559284.48,4,4541.07564999998
"11617",19683,31747,4,126,1346364189.26,22,-1326.00236305555
"11618",8849,31755,2,2165,1346611916.84,18,-1400.52793972221
"11623",8924,31768,5,2298,1346662579.27,8,-1411.08592972226
"11624",13800,31769,2,160,1346663896.44,9,-1411.64559638891
"11628",13803,31780,7,2160,1346680865.173,14,-1415.22496111108
"11637",13813,31795,3,185,1346698508.313,18,-1416.58176194443
"11638",12943,31798,1,110,1346699126.41,19,-1408.69799999999
"11639",8116,31800,2,222,1346704670.57,20,-1417.30042138888
"11641",13816,31803,3,75,1346706171.85,21,-1416.90177027775
"11646",12603,31813,0,224,1346724852.777,2,-1419.79212777774
"11648",5738,31817,2,107,1346738091.083,5,-1413.15841388888
"11653",8072,31830,0,61,1346759371.483,11,-1402.18196111116
"11655",11811,31832,1,86,1346763781.883,13,-1407.61758416666
"11656",13714,31833,10,122,1346764873.203,13,-1410.50667111112
"11658",13837,31839,1,94,1346777123.46,16,-1399.39404444443
"11659",13838,31840,1,130,1346778068.487,17,-1417.79390555554
"11660",12275,31841,4,473,1346779141.473,17,-1274.64065444443
"11662",13154,31843,0,67,1346787647.04,19,-1420.99197583331
"11666",2817,31849,3,827,1346796670.273,22,-1422.70239805559
"11678",13765,31873,3,539,1346857211.873,15,-1425.43463611113
"11680",11242,31878,4,244,1346862448.643,16,-1426.83416666667
"11693",13758,31904,5,393,1346905845.013,4,550.947852777772
"11694",179,31908,2,49,1346913090.81,6,-1414.56898333331
"11695",13429,31910,3,134,1346915915.977,7,-1388.03496388892
"11696",13568,31913,0,106,1346917970.35,7,-1414.05409444438
"11698",13880,31919,2,130,1346926612.88,10,-1404.54217777782
"11704",9351,31944,5,89,1346958207.363,19,-1417.52899166663
"11705",3446,31947,0,29,1335979983.357,17,1633.27619250006
"11706",13893,31951,1,49,1346968585.863,21,-1413.59863777777
"11708",12690,31954,0,821,1346972775.157,23,13833.2230980555
"11710",13154,31958,3,125,1346976906.967,0,-1419.36477888889
"11711",13154,31961,3,185,1346984176.437,2,-1127.09527777778
"11717",588,31975,2,2842,1347000593.723,6,-1421.03926388886
"11720",13668,31985,5,270,1347014592.907,10,-1418.83857333336
"11723",10819,31988,5,166,1347021120.65,12,-1402.78116666668
"11731",13919,32007,11,926,1347050831.957,20,-1390.61448888891
"11733",979,32013,0,80,1347057674.833,22,-1424.8816111111
"11748",13940,32043,3,52,1347127668.287,18,-1436.40686666667
"11749",13948,32049,2,1027,1347142880.543,22,-1438.67999805556
"11751",2040,32052,12,2695,1347144889.607,22,-1442.34911388887
"11756",13953,32059,2,1846,1347176094.083,7,-975.918138888876
"11758",13955,32063,1,206,1347191351.28,11,-1384.02856749998
"11772",11634,32087,4,825,1347238853.063,1,-1434.140985
"11773",13970,32093,6,299,1347243903.443,2,-939.875453611149
"11776",13971,32099,0,186,1347257167.963,6,-1452.08222944445
"11784",9405,32120,0,134,1347284152.683,13,-1453.81050638888
"11797",13990,32161,2,89,1347324366.063,0,-1451.57936555551
"11803",10849,32176,12,316,1347359136.16,10,13608.6472925
"11807",8686,32188,3,3315,1347377352.027,15,-1458.54701666666
"11811",14007,32194,-1,148,1347378152.17,15,-1452.76277861112
"11814",13922,32204,0,173,1347385004.473,17,-1457.90184722225
"11816",8402,32211,5,439,1347393482.76,19,-1452.0257463889
"11819",2040,32220,1,572,1347401382.203,22,-1452.54232777781
"11821",11748,32226,6,963,1347410846.897,0,-1453.31695111109
"11822",14017,32229,3,734,1347422178.49,3,-1454.48432777776
"11829",11496,32241,3,618,1347463652.887,15,-1430.06377138893
"11831",3310,32247,2,272,1347472889.61,18,-1425.72093333337
"11838",12710,32262,2,67,1347481330.517,20,-1462.83685750001
"11842",14041,32272,1,236,1347489042.177,22,-1447.5902094445
"11846",14046,32278,2,122,1347495051.063,0,-1452.7253952778
"11853",13955,32290,3,129,1347523858.157,8,-1454.17335833338
"11854",14055,32292,1,221,1347532635.71,10,-1169.48257416666
"11855",14057,32295,0,96,1347537834.74,12,-1456.27703333331
"11863",6897,32313,3,108,1347557516.967,17,-1448.89242972222
"11864",14066,32314,12,428,1347561112.92,18,-1445.1345925
"11866",14065,32317,2,940,1347565163.32,19,-1445.85328527775
"11867",14075,32325,5,173,1347578934.853,23,-1449.57847861111
"11874",14084,32340,3,200,1347609282.6,7,5719.15486111111
"11876",14086,32345,-1,341,1347614874.563,9,-1434.3774869444
"11886",14098,32363,3,353,1347640913.697,16,-1448.47160749998
"11889",11030,32371,1,248,1347648433.307,18,-1447.69630000002
"11893",14102,32377,1,1300,1347654232.59,20,-1446.79093972219
"11903",12169,32397,3,409,1347717048.13,13,-1443.94906944447
"11907",14123,32415,12,3444,1347776330.96,6,-1459.63249250001
"11908",11059,32416,2,64,1347777091.047,6,-1470.5729825
"11910",11355,32426,1,60,1347796655.127,11,-1473.96634999997
"11911",12603,32428,2,77,1347802421.263,13,-1472.88675444444
"11913",14131,32430,9,855,1347806053.817,14,-1475.43987055553
"11915",14135,32432,2,386,1347813821.24,16,-1463.03469638891
"11919",14136,32436,2,140,1347821900.647,18,-1478.17629277779
"11922",11917,32441,3,1810,1347834651.017,22,-1472.3407797222
"11924",13915,32447,6,2520,1347844623.197,1,-1477.67332777778
"11931",14149,32462,4,1593,1347886355.947,12,-1437.68076027777
"11938",14159,32484,1,550,1347917775.937,21,-1489.4393538889
"11939",14153,32486,3,109,1347896111.78,15,-1484.44653972222
"11941",13138,32488,4,266,1347925327.06,23,6992.17648055553
"11943",14161,32494,5,4303,1347928739.883,0,-1489.40793888887
"11944",14163,32498,6,4603,1347932506.593,1,-1491.07874250001
"11946",8067,32501,3,598,1347941221.54,4,-1459.4265008333
"11953",14171,32519,2,1190,1347974692.403,13,-1332.04815999998
"11954",13183,32522,1,4222,1347976852.357,14,-1488.48123805549
"11955",14010,32523,0,56,1347979114.28,14,-1488.42659083333
"11956",12411,32524,1,465,1347980957.84,15,-1490.5575575
"11958",14174,32527,4,1783,1347982888.923,15,-1492.92332222217
"11960",9560,32531,1,727,1347985293.363,16,-1498.81339611106
"11970",13066,32552,5,204,1348013728.397,0,-1496.92721222222
"11974",6875,32581,3,124,1348038215.573,7,-1398.66955722219
"11975",14192,32582,5,685,1348040175.807,7,-1497.41674916665
"11980",14198,32600,1,407,1348060995.553,13,-1490.90552111109
"11989",13634,32616,3,357,1348069371.057,15,-1354.52626583331
"11991",11116,32629,1,181,1348077096.113,17,-1488.68777027779
"11992",287,32632,3,473,1348080252.257,18,-1486.09058888886
"11994",14137,32634,2,141,1348081223.88,19,-1489.14412861115
"11995",13948,32635,2,673,1348083449.463,19,-1489.42651111113
"12000",14208,32644,0,273,1348089790.61,21,-1489.22804638889
"12003",14210,32649,1,34,1348091631.927,21,-1489.50805833333
"12005",8394,32653,1,66,1348094805.467,22,-1464.85961666663
"12008",14215,32657,0,154,1348099632.163,0,5279.3951880555
"12013",7365,32672,5,474,1348129640.433,8,-1072.97637944447
"12014",14125,32673,2,339,1348130092.873,8,-1494.69577944451
"12015",13837,32678,1,127,1348139381.453,11,-1243.23675638888
"12017",11763,32682,6,2646,1348146768.547,13,-1490.07252611107
"12023",11405,32694,4,167,1348155504.65,15,-840.128754722277
"12024",14235,32701,1,509,1348160984.083,17,-1488.01703222222
"12026",14238,32706,4,240,1348164440.073,18,-1440.27153333333
"12030",11030,32716,2,76,1348178625.78,22,-1488.84964916666
"12031",14247,32721,3,482,1348183071.47,23,-1478.61631027778
"12033",4045,32730,5,144,1348206178.083,5,-1476.07944805556
"12036",5836,32735,8,1628,1348215193.263,8,-1480.85164722224
"12037",14253,32736,3,863,1348215699.677,8,6984.94347583334
"12039",14257,32741,2,250,1348227637.943,11,-1482.32375166668
"12041",14261,32748,1,142,1348237155.337,14,-1480.50049083332
"12044",14263,32751,4,4086,1348243043.923,15,-1471.95261472219
"12053",2040,32770,2,194,1348275029.323,0,-1477.85870638887
"12057",13684,32781,3,2791,1348294529.593,6,-1476.60099444442
"12059",11032,32789,6,541,1348316364.72,12,-1481.23700472222
"12064",13516,32802,0,89,1348332558.783,16,-1479.02069444444
"12068",13640,32813,0,107,1348350048.247,21,-1474.52333527777
"12069",1102,32816,4,82,1348355902.083,23,-1475.88301944441
"12072",14023,32821,3,465,1348380379.89,6,-1481.34256111105
"12074",14299,32824,3,2035,1348401734.263,12,-1485.85774527775
"12077",14304,32830,1,135,1348409279.677,14,-1485.65279277775
"12081",10688,32841,2,211,1348424525.263,18,-1488.37951472223
"12085",9342,32852,6,3704,1348442904.277,23,-1493.42021777776
"12086",14321,32853,0,31,1348443987.81,23,-1489.89072138886
"12088",13022,32864,4,286,1348451273.2,1,-1492.94989250004
"12090",14327,32866,2,92,1348456121.813,3,-1493.37559888886
"12092",14329,32870,2,81,1348464603.593,5,-1490.77599055555
"12095",12446,32876,2,120,1348479771.007,9,-1454.67335555553
"12102",14344,32891,3,522,1348503070.407,16,-1493.03626666665
"12104",14113,32894,1,998,1348507090,17,16797.0922055556
"12106",14123,32896,2,128,1348508057.967,17,-1492.81725277781
"12109",14348,32901,0,100,1348511302.1,18,-1494.38875833333
"12116",14357,32916,-1,218,1348539632.813,2,-1490.04268611107
"12119",11192,32921,20,2806,1348558553.793,7,-1481.17563055555
"12121",10667,32925,0,101,1348566514.43,9,-1504.44109250002
"12130",10841,32947,2,1057,1348603871.667,20,-1508.09988805559
"12134",7515,32957,1,110,1348616145.52,23,-1510.49216305554
"12135",14383,32958,20,33939,1348616555.733,23,-1490.65364166664
"12142",14388,32972,4,276,1348634915.04,4,-1503.04348333332
"12144",14389,32976,4,54,1348642422.507,6,-1509.78565111107
"12151",13076,32991,0,143,1348668225.713,14,-1514.15858694447
"12158",13948,33013,0,286,1348688434.823,19,-1516.54590555555
"12165",14404,33023,1,346,1348695663.11,21,-1513.38684083336
"12167",1248,33027,1,158,1348700733.343,23,-1514.10363777777
"12171",14415,33038,7,230,1348727059.73,6,-1504.91533250001
"12175",14418,33046,0,772,1348736559.893,9,-1521.73036
"12181",14284,33057,3,127,1348749285.657,12,-1518.40328722225
"12183",14427,33059,0,113,1348750588.423,12,-1510.32746388886
"12186",8402,33062,4,308,1348752114.893,13,-1386.1321044445
"12187",14430,33066,4,1019,1348754692.927,14,11637.0835638889
"12189",1970,33069,7,1181,1348758425.793,15,7750.79796944446
"12191",1329,33076,2,438,1348761305.817,15,-1483.40385194441
"12199",14446,33096,1,476,1348782189.32,21,-1516.70296194441
"12203",14459,33108,0,116,1348821771.15,8,-1525.3167091667
"12206",14283,33115,5,2508,1348829622.737,10,-1557.76880000002
"12211",12365,33129,1,155,1348843762.943,14,-1529.92935083336
"12212",12365,33131,6,1320,1348844540.11,15,-1529.31438611117
"12214",14125,33136,0,1192,1348849487.807,16,-1361.91643055552
"12216",13799,33142,0,609,1348856869.123,18,-1531.3097238889
"12219",10841,33148,0,132,1348861574.75,19,-1523.49258138888
"12222",7918,33151,8,3031,1348863596.68,20,-1524.70422416667
"12225",6863,33156,2,86,1348872184.407,22,-1527.16069000006
"12226",226,33157,1,492,1348874040.037,23,-1519.22775472224
"12232",14464,33174,2,1230,1348898077.28,5,-1521.76668611109
"12233",9405,33175,1,1620,1348899444.13,6,-1527.9069213889
"12235",9553,33177,8,319,1348903019.283,7,-1528.60650444441
"12236",14483,33179,0,89,1348908183.447,8,-1530.44971861111
"12237",10457,33180,2,153,1348908263.007,8,-1531.22200277779
"12241",14490,33193,0,151,1348927190.677,13,-1533.9258455556
"12243",1021,33197,2,404,1348931092.103,15,-1534.38202222221
"12249",9136,33208,0,179,1348952828.733,21,-1537.90883611116
"12250",14498,33210,5,411,1348953694.653,21,-1536.21377777775
"12258",14507,33224,7,530,1348998834.647,9,-1022.963475
"12259",14470,33225,2,124,1349000225.577,10,-1541.82087611119
"12261",10767,33235,1,103,1349021381.457,16,-1545.90798611111
"12268",14519,33260,3,384,1349066443.683,4,-1547.80508416666
"12272",13128,33269,1,74,1349078283.39,7,-1548.03047138883
"12273",14528,33271,5,503,1349080882.027,8,-1549.38714277777
"12276",5836,33278,16,1735,1349085313.813,9,-1546.97549722221
"12278",14531,33286,0,47,1349092604.3,11,-1526.15010361109
"12281",10766,33290,2,132,1349097182.99,13,-1540.32036583338
"12285",14534,33297,2,191,1349102014.993,14,-1537.28986194445
"12286",287,33303,9,219,1349112289.593,17,-1532.54063888888
"12287",13634,33304,2,158,1349113018.607,17,-1536.35595749994
"12292",14540,33315,5,243,1349119099.267,19,-1527.76797055556
"12297",9680,33325,1,127,1349127400.453,21,-1521.41685638891
"12311",686,33370,21,629,1349187482.057,14,-1525.30618611111
"12315",14565,33382,2,561,1349195194.533,16,-1519.52415722224
"12316",14566,33386,8,1171,1349198654.44,17,-1518.96251472221
"12321",442,33392,3,706,1349203666.673,18,-1519.13907027774
"12322",11887,33393,2,302,1349203824.703,18,-1517.28804250002
"12331",5509,33422,4,989,1349222352.963,23,-1375.56923055556
"12334",7653,33433,3,121,1349249645.213,7,-1448.75585916671
"12336",588,33435,2,1434,1349255125.9,9,-1524.26325916668
"12343",4213,33450,1,290,1349266581.75,12,-1506.34191472226
"12344",14604,33457,4,200,1349271180.827,13,-1506.25052694447
"12347",588,33465,1,166,1349277494.827,15,-1509.26462055557
"12351",14586,33475,1,641,1349285183.273,17,-1512.73517388887
"12352",13389,33477,2,241,1349287220.31,18,-1513.63624444445
"12362",10354,33502,4,129,1349314604.377,1,-1517.68611222214
"12369",5931,33511,3,776,1349340851.037,8,-1280.53694166667
"12370",172,33513,3,2109,1349343374.557,9,-1517.24986583332
"12373",14643,33520,3,132,1349350147.337,11,-1490.23653888888
"12378",14647,33543,2,75,1349362358.47,14,-1512.9445297222
"12382",12427,33551,5,1677,1340703467.87,9,895.339500000013
"12384",14660,33566,9,221,1349384056.077,20,-1513.86588055558
"12390",10064,33586,0,148,1349420662.18,7,-1519.59810833335
"12392",14674,33592,0,96,1349434096.35,10,1238.81248250001
"12393",14677,33596,0,714,1349441947.7,12,-1342.41455750002
"12398",6301,33611,1,70,1349453163.067,16,-1506.95686027779
"12400",13402,33616,4,192,1349460018.913,18,-1514.23398888893
"12404",14500,33620,0,300,1349472575.453,21,-1516.21054722223
"12405",14701,33621,4,850,1349475096.853,22,5137.62013611111
"12408",14693,33625,2,99,1349482099.333,0,-1516.22460083332
"12409",14694,33628,1,286,1349485361.023,1,-1518.0457433333
"12413",14699,33638,4,355,1349525455.327,12,-1525.59648611115
"12417",14703,33651,0,1475,1349540688.55,16,-1520.73201194445
"12419",14707,33659,1,1662,1349554950.213,20,-1524.63176388893
"12428",6965,33683,5,576,1349618500.767,14,-1427.34458611111
"12429",10926,33684,2,221,1349620629.707,14,-1501.79491861112
"12430",14722,33686,1,61,1349621640.27,14,-1525.14210194442
"12435",14289,33692,3,1203,1349631096.413,17,-1525.44314805561
"12437",14726,33698,0,65,1349635915.82,18,-1517.97749083334
"12438",14727,33702,3,188,1349638525.737,19,-1509.80304361112
"12439",14701,33703,3,620,1349638932.31,19,-1518.24076388889
"12440",14728,33706,15,3499,1349639121.457,19,-1517.73240000003
"12449",13985,33737,0,1532,1349670269.717,4,-216.546541666653
"12458",6446,33763,4,57,1349706776.52,14,-1512.8209991667
"12460",6897,33765,4,496,1349708961.573,15,-1512.52227222217
"12462",13799,33768,1,46,1349715532.4,16,-1512.83943333334
"12465",12169,33774,3,449,1349722116.353,18,-1513.7122472222
"12466",13154,33785,4,214,1349726092.777,19,-1496.97776944445
"12468",740,33788,1,62,1349728710.15,20,-1513.49255277779
"12470",8926,33794,1,77,1349736857.037,22,11073.9604063889
"12471",14514,33795,24,2508,1349737075.327,22,-1495.5441352778
"12472",9405,33796,0,58,1349737378.88,23,-1472.5979491667
"12478",13698,33808,9,413,1349749791.45,2,-1508.48348249998
"12493",7486,33842,1,412,1349796411.243,15,-1204.45191388892
"12497",14793,33848,2,1219,1349800317.833,16,-1426.12115444442
"12498",14764,33849,3,1018,1349801115.357,16,-1513.65235666659
"12499",14730,33852,12,320,1349802541,17,-1507.7295702778
"12503",14796,33864,3,1075,1349808963.86,18,-1499.09986861116
"12506",3026,33869,0,189,1349811906.027,19,-1509.27990555551
"12508",14801,33874,2,240,1349815427.073,20,-1513.21809888886
"12510",2706,33878,0,409,1349817457.9,21,-1506.64720750001
"12521",12603,33899,3,1471,1349857276.137,8,-1518.68385750002
"12522",14817,33902,5,1107,1349860273.347,9,-1519.31466500004
"12524",13933,33919,3,284,1349875018.943,13,-1492.42856000006
"12525",6,33923,4,981,1349876495.317,13,-1510.63644083328
"12528",14795,33927,0,239,1349882454.34,15,-1511.31993888888
"12532",13320,33937,1,134,1349892772.167,18,-1512.24944444444
"12538",4908,33947,1,91,1349902819.523,21,-1216.37836833331
"12539",14839,33948,3,274,1349902880.74,21,-1511.87279249999
"12545",12329,33961,3,156,1349912018.413,23,-1503.46897111111
"12547",14846,33967,1,188,1349919111.417,1,-1475.91952500006
"12548",5547,33969,3,282,1349922398.773,2,-1503.50697027776
"12549",13487,33970,1,1835,1349923856.527,2,-1503.80582416667
"12552",14836,33980,1,14,1349891360.597,17,-1493.12865666668
"12553",14730,33982,14,382,1349940214.067,7,-1502.94576666666
"12555",11820,33987,2,1922,1349946457.523,9,-1505.0638016667
"12558",14730,33995,4,192,1349957725.22,12,-1033.24501027776
"12567",14867,34014,6,347,1349971861.42,16,-1507.90240638892
"12573",12602,34027,3,185,1349982164.797,19,-1498.77877777775
"12574",1005,34028,0,852,1349982781.06,19,-1503.43340833333
