"","ParentPostID","AnswerTime"
"13976",24518,1331572634.283
"13977",125,1331573111.45
"13978",24514,1331577990.983
"13979",24464,1331578594.743
"13980",24530,1331579243.847
"13981",18680,1331584547.58
"13982",24535,1331587558.66
"13983",24534,1331587666.537
"13984",24546,1331595719.333
"13985",24540,1331597717.107
"13986",24548,1331598063.043
"13987",24521,1331598756.087
"13988",24552,1331600392.12
"13989",24534,1331601611.05
"13990",24531,1331602035.863
"13991",24537,1331612457.88
"13992",24559,1331617341.8
"13993",24527,1331618313.62
"13994",24552,1331622946.86
"13995",24562,1331623151.447
"13996",24488,1331627135.3
"13997",24562,1331638105.807
"13998",22625,1331650902.48
"13999",24546,1331651134.16
"14000",22625,1331651608.517
"14001",24573,1331654149.823
"14002",17033,1331655062.3
"14003",24543,1331657869.497
"14004",24568,1331658447.44
"14005",24572,1331659242.48
"14006",6652,1331661515.147
"14007",24537,1331664370.407
"14008",24573,1331665149.72
"14009",24540,1331666912.227
"14010",24588,1331668714.757
"14011",24568,1331672583.81
"14012",4364,1331675155.847
"14013",24593,1331679835.843
"14014",4364,1331680914.803
"14015",24373,1331683350.503
"14016",7562,1331684286.677
"14017",24595,1331689350.83
"14018",24588,1331690007.79
"14019",24607,1331695574.88
"14020",24607,1331695653.99
"14021",24607,1331696036.993
"14022",24611,1331698952.25
"14023",24614,1331716998.173
"14024",24601,1331717933.74
"14025",24619,1331721315.357
"14026",24595,1331731627.493
"14027",24627,1331733233.797
"14028",21551,1331735109.14
"14029",24623,1331735514.34
"14030",24633,1331741398.37
"14031",24618,1331746395.083
"14032",24600,1331746914.357
"14033",24640,1331749157.85
"14034",24624,1331750071.95
"14035",24325,1331750170.327
"14036",24562,1331750812.7
"14037",181,1331752176.15
"14038",24343,1331752867.417
"14039",24346,1331753818.003
"14040",9797,1331754968.153
"14041",24648,1331756272.833
"14042",24373,1331760337.523
"14043",24640,1331762364.033
"14044",24666,1331764885.573
"14045",24668,1331766542.84
"14046",24373,1331771553.033
"14047",24605,1331777497.713
"14048",24657,1331778838.707
"14049",24676,1331782462.773
"14050",24492,1331787821.01
"14051",24681,1331794817.697
"14052",20151,1331803165.937
"14053",24331,1331804098.163
"14054",24662,1331806855.113
"14055",24670,1331807048.197
"14056",24676,1331808420.723
"14057",24693,1331815405.487
"14058",24676,1331817441.31
"14059",22514,1331817656.25
"14060",19471,1331819122.02
"14061",24691,1331819143.957
"14062",24691,1331822019.323
"14063",24702,1331827634.28
"14064",24708,1331832055.877
"14065",24300,1331834594.323
"14066",24705,1331835727.247
"14067",24692,1331839219.887
"14068",16349,1331840833.617
"14069",24720,1331843071.503
"14070",24712,1331855566.443
"14071",726,1331857575.133
"14072",24716,1331859893.7
"14073",24729,1331860844.477
"14074",24730,1331861779.427
"14075",24720,1331871127.897
"14076",24730,1331871453.82
"14077",24736,1331871858.787
"14078",24740,1331879663.79
"14079",24731,1331883219.04
"14080",24744,1331889374.913
"14081",24742,1331891149.547
"14082",24744,1331892844.25
"14083",24755,1331909450.207
"14084",24731,1331909921.647
"14085",24752,1331910551.15
"14086",24762,1331910984.403
"14087",24767,1331920152.49
"14088",24769,1331921121.97
"14089",21494,1331926978.767
"14090",24780,1331938665.817
"14091",24772,1331938907.95
"14092",24776,1331939570.367
"14093",24788,1331947248.867
"14094",24788,1331948074.247
"14095",24753,1331957813.713
"14096",24777,1331958433.903
"14097",21494,1331959045.747
"14098",24780,1331973390.22
"14099",24799,1331990477.847
"14100",24804,1331995684.283
"14101",24806,1332001061.113
"14102",24521,1332001810.567
"14103",24752,1332007981.033
"14104",24810,1332008254.943
"14105",24810,1332013172.583
"14106",24810,1332016963.517
"14107",24815,1332025438.657
"14108",24799,1332025883.693
"14109",24820,1332028739.643
"14110",24821,1332034555.84
"14111",24820,1332037881.03
"14112",24819,1332039852.15
"14113",24789,1332042006.223
"14114",24825,1332042610.267
"14115",18643,1332045170.347
"14116",24827,1332046189.687
"14117",24772,1332046410.377
"14118",2493,1332046587.073
"14119",15448,1332061375.553
"14120",24781,1332081545.033
"14121",16287,1332082137.773
"14122",24840,1332083481.573
"14123",24837,1332086163.163
"14124",24840,1332087246.123
"14125",18586,1332087487.9
"14126",24844,1332088756.267
"14127",24839,1332090816.267
"14128",24809,1332095614.073
"14129",24853,1332096219.887
"14130",24852,1332096599.38
"14131",24837,1332097415.65
"14132",24829,1332110682.753
"14133",24860,1332113884.883
"14134",24853,1332116439
"14135",8485,1332118249.227
"14136",24857,1332126810.443
"14137",24870,1332135519.177
"14138",24869,1332140905.663
"14139",24852,1332149202.263
"14140",24878,1332161414.853
"14141",24877,1332162663.097
"14142",24877,1332165385.327
"14143",24857,1332168466.127
"14144",24887,1332172547.353
"14145",24877,1332173747.95
"14146",24894,1332095917.757
"14147",24897,1332181450.823
"14148",24452,1332198807.3
"14149",24330,1332208308.107
"14150",24905,1332210541.103
"14151",2374,1332210807.79
"14152",24877,1332211420.273
"14153",22128,1332216296.053
"14154",24882,1332219075.527
"14155",24911,1332221521.25
"14156",12174,1332223551.707
"14157",24877,1332225105.387
"14158",24925,1332229421.087
"14159",24929,1332234496.157
"14160",24509,1332244886.49
"14161",24938,1332256240.863
"14162",24934,1332256468.933
"14163",24921,1332257078.473
"14164",24935,1332258254.337
"14165",17416,1332261643.38
"14166",24932,1332263432.037
"14167",24934,1332266614.95
"14168",24938,1332268235.82
"14169",24952,1332269386.063
"14170",24952,1332270037.347
"14171",24951,1332275847.923
"14172",24950,1332276473.977
"14173",24882,1332278214.29
"14174",24932,1332279677.37
"14175",24959,1332279817.753
"14176",24962,1332282751.09
"14177",24961,1332289192.587
"14178",24956,1332293389.717
"14179",15776,1332293862.187
"14180",24980,1332294071.933
"14181",24877,1332296061.867
"14182",16547,1332298476.817
"14183",24975,1332303110.973
"14184",24961,1332307263.947
"14185",19316,1332309605.52
"14186",24964,1332326752.247
"14187",24980,1332327211.653
"14188",24992,1332328943.193
"14189",24961,1332330216.347
"14190",24994,1332330345.983
"14191",24776,1332330484.12
"14192",24995,1332336954.74
"14193",25000,1332337206.283
"14194",11990,1332340313.287
"14195",24994,1332342130.66
"14196",24977,1332344948.51
"14197",25010,1332346083.203
"14198",25016,1332346758.037
"14199",24972,1332347054.207
"14200",24994,1332348871.727
"14201",25020,1332349574.933
"14202",22910,1332352847.3
"14203",24995,1332352918.583
"14204",25025,1332353674.233
"14205",25020,1332355417.783
"14206",24977,1332355575.123
"14207",25007,1332356229.04
"14208",24994,1332361445.117
"14209",24997,1332364917.9
"14210",24993,1332366135.61
"14211",25024,1332370772.037
"14212",24997,1332373271.673
"14213",25047,1332382922.49
"14214",24776,1332389964.5
"14215",24992,1332397557.253
"14216",24997,1332403663.513
"14217",24776,1332412449.907
"14218",25055,1332416801.06
"14219",24975,1332417180.057
"14220",24875,1332427737.283
"14221",25007,1332338852.69
"14222",25007,1332389396.013
"14223",25071,1332429922.05
"14224",24911,1332433899.527
"14225",24936,1332435707.397
"14226",5015,1332437848.623
"14227",25078,1332439031.587
"14228",25086,1332444407.433
"14229",5015,1332445835.05
"14230",25092,1332448424.707
"14231",25095,1332451184.47
"14232",25092,1332452049.32
"14233",25097,1332452099.667
"14234",25088,1332452181.46
"14235",24645,1332453899.147
"14236",25095,1332454197.553
"14237",24906,1332456871.357
"14238",25105,1332458169.067
"14239",25080,1332458767.98
"14240",19126,1332468127.667
"14241",25094,1332469560.587
"14242",19604,1332472535.563
"14243",18803,1332472608.62
"14244",24729,1332472619.71
"14245",24853,1332474141.317
"14246",25109,1332474843.55
"14247",25121,1332477232.063
"14248",25109,1332482516.977
"14249",562,1332487992.777
"14250",25113,1332488876.783
"14251",25070,1332494771.277
"14252",25085,1332496113.05
"14253",25132,1332502409.797
"14254",24929,1332508824.373
"14255",25121,1332508831.89
"14256",21245,1332511437.883
"14257",25109,1332513109.503
"14258",25115,1332513449.457
"14259",22910,1332514703.787
"14260",25144,1332518039.19
"14261",25148,1332518925.223
"14262",24962,1332520494.093
"14263",25109,1332521295.12
"14264",25142,1332521633.687
"14265",25151,1332522321.877
"14266",23281,1332523770.733
"14267",5347,1332525011.41
"14268",25144,1332527648.71
"14269",25163,1332529399.943
"14270",25163,1332529730.967
"14271",25162,1332533032.817
"14272",25169,1332536496.613
"14273",25129,1332537281.197
"14274",25170,1332537539.187
"14275",25024,1332538648.043
"14276",13342,1332542882.647
"14277",25170,1332544902.477
"14278",25179,1332554877.937
"14279",24705,1332556596.963
"14280",25165,1332556699.597
"14281",25094,1332558441.353
"14282",20916,1332561493.193
"14283",24079,1332590043.143
"14284",23785,1332591413.41
"14285",25193,1332591607.217
"14286",25125,1332592495.387
"14287",25125,1332594509.82
"14288",25193,1332594905.263
"14289",25148,1332601809.817
"14290",25204,1332613244.12
"14291",25165,1332615528.273
"14292",22852,1332637950.343
"14293",25190,1332643842.577
"14294",25211,1332644067.267
"14295",25214,1332647842.427
"14296",25222,1332673467.867
"14297",22952,1332679162.717
"14298",423,1332679357.957
"14299",25229,1332685916.32
"14300",25232,1332687646.44
"14301",25232,1332688074.14
"14302",25230,1332691986.583
"14303",25238,1332695789.147
"14304",25230,1332696269.45
"14305",423,1332697191.81
"14306",25220,1332700677.54
"14307",25229,1332704821.993
"14308",25251,1332718623.577
"14309",25253,1332743231.083
"14310",7257,1332743508.58
"14311",25258,1332748679.517
"14312",25258,1332749344.07
"14313",23849,1332750473.473
"14314",22023,1332751918
"14315",25269,1332758432.853
"14316",25272,1332759472.58
"14317",25250,1332759757.873
"14318",24906,1332762541.927
"14319",25276,1332764646.563
"14320",25271,1332765760.347
"14321",25220,1332767587.89
"14322",24534,1332773957.79
"14323",25286,1332776946.85
"14324",25235,1332776954.34
"14325",25271,1332777382.257
"14326",25290,1332778436.553
"14327",25300,1332601333.287
"14328",18082,1332780126.367
"14329",25299,1332781427.93
"14330",25291,1332785269.81
"14331",25306,1332788045.48
"14332",25308,1332795026.213
"14333",25319,1332796067.04
"14334",25295,1332798579.36
"14335",25307,1332804886.853
"14336",25327,1332813884.693
"14337",25316,1332814027.137
"14338",25325,1332815709.677
"14339",20514,1332825214.003
"14340",25335,1332825387.59
"14341",25318,1332825773.367
"14342",25291,1332826252.457
"14343",25251,1332828441.07
"14344",25331,1332833021.707
"14345",25340,1332835381.92
"14346",25348,1332843568.57
"14347",25354,1332852004.07
"14348",25354,1332852814.73
"14349",25353,1332858280.523
"14350",24782,1332859014.357
"14351",25367,1332765759.647
"14352",25364,1332861664.893
"14353",25325,1332865552.66
"14354",25371,1332865696.313
"14355",25354,1332867278.023
"14356",170,1332874046
"14357",23785,1332875868.123
"14358",25383,1332881207.637
"14359",25352,1332888364.903
"14360",25352,1332893249.523
"14361",423,1332896866.403
"14362",25354,1332896955.857
"14363",25389,1332898387.463
"14364",2007,1332898456.47
"14365",25334,1332898631.267
"14366",25392,1332899013.537
"14367",2007,1332901633.373
"14368",25403,1332903150.877
"14369",25209,1332915274.49
"14370",25404,1332917517.217
"14371",25348,1332918996.227
"14372",25385,1332921375.003
"14373",726,1332929290.57
"14374",25348,1332930635.333
"14375",14095,1332937172.987
"14376",10787,1332938022.557
"14377",7295,1332938944.333
"14378",25423,1332940614.127
"14379",527,1332942029.527
"14380",25355,1332942128.97
"14381",527,1332944149.907
"14382",24751,1332949438.047
"14383",25392,1332951868.55
"14384",25415,1332953546.673
"14385",25377,1332953553.413
"14386",25435,1332954126.53
"14387",25435,1332955045.91
"14388",25440,1332955602.497
"14389",21326,1332956704.423
"14390",25324,1332961354.013
"14391",25070,1332961875.843
"14392",19351,1332962127.67
"14393",20324,1332964308.253
"14394",25449,1332966004.057
"14395",25445,1332970220.877
"14396",22428,1332970269.41
"14397",25309,1332975792.237
"14398",25416,1332978074.227
"14399",726,1332978792.547
"14400",726,1332979033.63
"14401",25386,1332993705.83
"14402",25460,1332993881.363
"14403",25396,1332994094.807
"14404",25424,1332999903.36
"14405",25470,1333010125.443
"14406",25470,1333010565.917
"14407",25464,1333012856.057
"14408",25468,1333013801.997
"14409",25324,1333027622.307
"14410",25460,1333029392.13
"14411",25470,1333030263.75
"14412",24906,1333036234.197
"14413",25482,1333040551.713
"14414",25485,1333041802.983
"14415",23761,1333042652.96
"14416",25468,1333044383.243
"14417",25490,1333047573.34
"14418",25483,1333047581.47
"14419",25467,1333048383.42
"14420",21022,1333051058.59
"14421",23761,1333053459.003
"14422",25503,1333055282.05
"14423",25501,1333055417.257
"14424",25367,1333058069.33
"14425",25483,1333061830.323
"14426",25506,1333062993.697
"14427",25013,1333064297.337
"14428",25488,1333065561.623
"14429",25513,1333067662.5
"14430",25501,1333067841.653
"14431",25514,1333068191.427
"14432",25514,1333068453.96
"14433",25464,1333068711.973
"14434",25482,1333072508.573
"14435",25526,1333083957.443
"14436",25464,1333090057.743
"14437",25464,1333091405.237
"14438",25520,1333095352.123
"14439",25532,1333097715.41
"14440",22069,1333098984.53
"14441",25532,1333101951.513
"14442",25539,1333104825.077
"14443",25529,1333108509.76
"14444",25520,1333110063.05
"14445",25523,1333122610.573
"14446",9736,1333122820.423
"14447",25540,1333122949.68
"14448",25555,1333124359.68
"14449",25548,1333127694.62
"14450",25552,1333128932.99
"14451",25539,1333129473.433
"14452",25532,1333132101.427
"14453",25561,1333133485.833
"14454",25542,1333133854.92
"14455",25567,1333137292.943
"14456",25521,1333137378.34
"14457",25483,1333140274.397
"14458",25568,1333146242.963
"14459",25575,1333150462.697
"14460",25575,1333150894.873
"14461",25520,1333151334.753
"14462",25506,1333151719.947
"14463",25574,1333156875.363
"14464",25539,1333158570.537
"14465",225,1333160607.83
"14466",25409,1333165021.33
"14467",25594,1333185755.147
"14468",25359,1333211967.383
"14469",25605,1333213052.9
"14470",25608,1333214914.43
"14471",25567,1333218045.793
"14472",25608,1333219074.07
"14473",25605,1333219752.293
"14474",25620,1333228794.513
"14475",18008,1333241367.207
"14476",14770,1333245703.413
"14477",25584,1333249476.193
"14478",25069,1333253090.737
"14479",25632,1333257452.19
"14480",25620,1333258491.58
"14481",25630,1333258661.9
"14482",25632,1333258776.287
"14483",25630,1333258897.21
"14484",25619,1333261950.123
"14485",25641,1333273774.413
"14486",25632,1333274374.48
"14487",25615,1333277113.953
"14488",25645,1333278273.383
"14489",25605,1333282667.533
"14490",25605,1333286685.147
"14491",25228,1333289266.12
"14492",25529,1333290069.54
"14493",25083,1333302537.387
"14494",25661,1333308501.187
"14495",25645,1333309833.533
"14496",25660,1333310387.653
"14497",25667,1333318076.88
"14498",25649,1333321827.737
"14499",25672,1333325085.417
"14500",25671,1333332575.227
"14501",25645,1333332903.967
"14502",25671,1333338419.99
"14503",22080,1333347239.93
"14504",25672,1333350164.22
"14505",15717,1333358743.547
"14506",25668,1333362183.087
"14507",25688,1333372035.933
"14508",25672,1333372452.74
"14509",25694,1333375302.357
"14510",13264,1333375539.077
"14511",25696,1333376703.62
"14512",25171,1333379783.45
"14513",25699,1333381128.833
"14514",25690,1333383173.627
"14515",25693,1333384866.803
"14516",25667,1333385266.523
"14517",25715,1333391334.597
"14518",25671,1333392039.293
"14519",25706,1333393806.137
"14520",25671,1333393985.84
"14521",25713,1333397180.887
"14522",25221,1333398216.1
"14523",25391,1333398324.553
"14524",25727,1333400944.647
"14525",13629,1333401665.287
"14526",25677,1333404491.75
"14527",25723,1333418601.657
"14528",25740,1333418780.993
"14529",25738,1333418816.967
"14530",25679,1333419126.95
"14531",25737,1333422814.997
"14532",24730,1333425081.087
"14533",25750,1333433356.283
"14534",25745,1333436110.36
"14535",25738,1333436861.967
"14536",25735,1333437000.557
"14537",25727,1333441310.343
"14538",25218,1333441457.737
"14539",25209,1333445438.04
"14540",25748,1333451008.567
"14541",25705,1333453060.317
"14542",25495,1333453543.567
"14543",13526,1333454692.47
"14544",25764,1333457590.91
"14545",25705,1333457793.433
"14546",25495,1333459074.653
"14547",25764,1333460917.02
"14548",25672,1333461928.807
"14549",25672,1333463349.4
"14550",7467,1333463708.66
"14551",25764,1333466588.803
"14552",25775,1333466804.087
"14553",25672,1333467155.253
"14554",25776,1333468487.25
"14555",25776,1333468950.727
"14556",25785,1333475530.023
"14557",25740,1333477254.673
"14558",25786,1333478044.857
"14559",25785,1333478584.363
"14560",25786,1333483518.743
"14561",25679,1333484688.073
"14562",25798,1333486363.42
"14563",25791,1333486768.46
"14564",25734,1333491529.223
"14565",25804,1333494093.397
"14566",25793,1333495076.56
"14567",25780,1333495548.517
"14568",25811,1333499353.397
"14569",25811,1333501275.137
"14570",25811,1333509609.253
"14571",25811,1333512647.473
"14572",25791,1333517027.117
"14573",25818,1333517893.7
"14574",25817,1333520738.56
"14575",25827,1333531139.573
"14576",25825,1333531479.283
"14577",25827,1333534311.703
"14578",18431,1333537540.797
"14579",25839,1333547447.687
"14580",25672,1333549195.867
"14581",25857,1333559695.947
"14582",25857,1333559896.323
"14583",25854,1333560192.23
"14584",25856,1333560503.907
"14585",25856,1333561833.003
"14586",25854,1333562927.383
"14587",25836,1333563471.66
"14588",25632,1333574098.583
"14589",25856,1333574582.777
"14590",4335,1333579018.707
"14591",25880,1333579650.547
"14592",25879,1333580407.463
"14593",25880,1333580465.847
"14594",25704,1333591962.75
"14595",25875,1333593098.533
"14596",25889,1333595914.053
"14597",25653,1333597491.9
"14598",25894,1333603521.293
"14599",25896,1333606818.4
"14600",25894,1333614429.957
"14601",25824,1333614789.687
"14602",25895,1333615415.663
"14603",24121,1333616097.99
"14604",25343,1333625484.263
"14605",25849,1333626738.373
"14606",23351,1333629062.493
"14607",11867,1333630247.023
"14608",17991,1333631304.007
"14609",4551,1333631537.493
"14610",25890,1333631955.207
"14611",25712,1333633343.71
"14612",25908,1333633541.15
"14613",25855,1333636299.703
"14614",25704,1333647014.907
"14615",25927,1333649853.773
"14616",25850,1333650263.277
"14617",25932,1333656801.117
"14618",25894,1333661344.277
"14619",22835,1333662303.203
"14620",25941,1333665815.403
"14621",25529,1333666490.523
"14622",25908,1333668871.99
"14623",25914,1333675914.847
"14624",25949,1333678519.083
"14625",25953,1333686810.09
"14626",25942,1333687403.76
"14627",25956,1333687768.2
"14628",25903,1333688555.127
"14629",25956,1333691022.99
"14630",25937,1333695170.307
"14631",25966,1333701776.443
"14632",25965,1333701933.77
"14633",25926,1333702577.96
"14634",25971,1333715729.023
"14635",25975,1333718224.047
"14636",25975,1333718703.91
"14637",25926,1333719105.55
"14638",25672,1333719260.727
"14639",20429,1333720637.64
"14640",25981,1333722224.003
"14641",25903,1333723141.223
"14642",25981,1333725519.743
"14643",25981,1333727484.553
"14644",25798,1333731636.92
"14645",25798,1333731928.57
"14646",25903,1333735081.09
"14647",24261,1333738773.227
"14648",2356,1333740615.947
"14649",25997,1333744545.97
"14650",20429,1333749546.273
"14651",26000,1333753860.567
"14652",26001,1333753981.04
"14653",26001,1333769175.007
"14654",26006,1333769272.94
"14655",25988,1333769825.147
"14656",26000,1333773834.987
"14657",26011,1333775910.57
"14658",26014,1333780110.627
"14659",26016,1333788678.65
"14660",26019,1333799043.993
"14661",26014,1333801972.073
"14662",26014,1333802810.76
"14663",26029,1333814138.467
"14664",26020,1333816434.7
"14665",26031,1333818896.523
"14666",26034,1333819306.437
"14667",26024,1333819700.733
"14668",26024,1333825330.133
"14669",26041,1333828727.257
"14670",26005,1333831420.35
"14671",26045,1333835541.327
"14672",25611,1333838725.06
"14673",26025,1333841950.317
"14674",26038,1333844734.933
"14675",25611,1333848537.137
"14676",25992,1333859253.85
"14677",26060,1333869639.143
"14678",26067,1333887082.29
"14679",26034,1333887649.36
"14680",26046,1333892197.007
"14681",26058,1333893297.903
"14682",26047,1333897167.033
"14683",26073,1333897442.05
"14684",26073,1333899552.053
"14685",26073,1333902136.97
"14686",26014,1333914529.707
"14687",26044,1333916699.69
"14688",26084,1333918562.397
"14689",26088,1333920023.24
"14690",4551,1333922332.2
"14691",25946,1333923540.677
"14692",26088,1333924797.023
"14693",26095,1333929101.42
"14694",26088,1333933808.69
"14695",26073,1333938633.803
"14696",20793,1333947042.003
"14697",26065,1333947545.51
"14698",26094,1333949690.257
"14699",26067,1333952082.387
"14700",26105,1333954844.983
"14701",13984,1333954973.637
"14702",26095,1333974532.913
"14703",26118,1333980147.89
"14704",26117,1333981009.723
"14705",26044,1333982561.317
"14706",26088,1333990878.047
"14707",26044,1333991339.013
"14708",13984,1333992767.707
"14709",26121,1333993837.637
"14710",25392,1333996125.35
"14711",26060,1333996582.707
"14712",25750,1333996995.47
"14713",8604,1333997577.22
"14714",13031,1333998846.04
"14715",26110,1334000937.863
"14716",26133,1334007657.427
"14717",26018,1334008878.2
"14718",26133,1334012782.78
"14719",4551,1334013488.197
"14720",26141,1334015379.693
"14721",26118,1334017919.74
"14722",26147,1334018694.283
"14723",26100,1334019559.8
"14724",23779,1334019971.43
"14725",26107,1334022577.783
"14726",26107,1334036181.157
"14727",26138,1334038657.357
"14728",26027,1334039413.113
"14729",26107,1334039855.867
"14730",11956,1334041829.973
"14731",14327,1334044669.853
"14732",26044,1334045593.507
"14733",25682,1334045666.437
"14734",26054,1334055348.75
"14735",26167,1334056157.92
"14736",26167,1334057683.98
"14737",26172,1334060493.573
"14738",26175,1334061594.377
"14739",26183,1334064924.823
"14740",26137,1334065507.417
"14741",4551,1334065707.77
"14742",26184,1334067417.38
"14743",26006,1334069056.753
"14744",26198,1334071404.363
"14745",26198,1334072482.777
"14746",26180,1334073830.863
"14747",26176,1334076099.323
"14748",3814,1334076619.27
"14749",26178,1334078427.353
"14750",3814,1334079482.55
"14751",26170,1334080913.733
"14752",26041,1334081296.143
"14753",26198,1334082006.99
"14754",26153,1334083775.08
"14755",25814,1334084924.54
"14756",25811,1334084925.9
"14757",26214,1334084999.577
"14758",26178,1334086730.387
"14759",26219,1334088556.243
"14760",26219,1334090047.167
"14761",26199,1334090657.713
"14762",26197,1334092713.927
"14763",26049,1334092783.33
"14764",26227,1334093943.62
"14765",26197,1334093948.627
"14766",26197,1334094810.73
"14767",26230,1334095473.293
"14768",16008,1334112366.907
"14769",26240,1334124493.643
"14770",26140,1334126307.257
"14771",25826,1334132065.27
"14772",13031,1334132523.563
"14773",26054,1334137483.477
"14774",26054,1334137850.69
"14775",20093,1334138407.573
"14776",26256,1334143324.683
"14777",26261,1334145144.427
"14778",26257,1334147261.213
"14779",19705,1334148772.113
"14780",26261,1334149202.693
"14781",26235,1334150040.353
"14782",26259,1334150486.383
"14783",26271,1334153808.87
"14784",26271,1334154481.65
"14785",26275,1334156620.75
"14786",26261,1334156976.763
"14787",26261,1334161240.61
"14788",26274,1334161374.537
"14789",26274,1334162422.747
"14790",26237,1334163610.31
"14791",25847,1334165116.19
"14792",26247,1334165254.533
"14793",26288,1334165518.05
"14794",3814,1334167903.977
"14795",26237,1334171207.697
"14796",26300,1334175457.593
"14797",3814,1334175572.637
"14798",26300,1334176081.187
"14799",26300,1334176357.977
"14800",26274,1334176818.37
"14801",3814,1334177159.673
"14802",26296,1334179132.083
"14803",26313,1334181761.437
"14804",26313,1334187285.643
"14805",26313,1334188041.227
"14806",26300,1334188758.67
"14807",26296,1334190372.847
"14808",26293,1334191708.763
"14809",26296,1334192292.22
"14810",26286,1334192550.17
"14811",26219,1334202715.04
"14812",22568,1334206654.283
"14813",26329,1334206980.657
"14814",26316,1334207030.333
"14815",26323,1334207347.483
"14816",26286,1334208080.937
"14817",26252,1334210081.03
"14818",26316,1334211192.25
"14819",25069,1334211203.33
"14820",26326,1334211395.317
"14821",26060,1334213544.283
"14822",26326,1334214928.587
"14823",26346,1334222540.397
"14824",26350,1334231653.063
"14825",26347,1334232061.353
"14826",26343,1334236631.96
"14827",21551,1334237092.513
"14828",25934,1334238963.863
"14829",24527,1334239777.35
"14830",26339,1334239897.74
"14831",24261,1334242400.533
"14832",26360,1334247038.813
"14833",26364,1334246861.72
"14834",26360,1334248441.02
"14835",26360,1334249556.167
"14836",26300,1334254464.993
"14837",26363,1334256975.61
"14838",25451,1334257071.52
"14839",26372,1334257985.967
"14840",25940,1334259576.777
"14841",26372,1334260943.787
"14842",26371,1334261967.95
"14843",26372,1334267877.043
"14844",26237,1334269344.31
"14845",25789,1334269893.897
"14846",26386,1334273659.69
"14847",26386,1334274486.423
"14848",25789,1334275615.593
"14849",26383,1334277317.113
"14850",97,1334277685.167
"14851",24261,1334289222.64
"14852",26354,1334292980.847
"14853",26380,1334298338.393
"14854",26390,1334303185.553
"14855",26395,1334303426.523
"14856",26372,1334303652.47
"14857",26326,1334303856.38
"14858",26408,1334312715.817
"14859",26402,1334315002.753
"14860",26352,1334315529.297
"14861",26400,1334315905.587
"14862",26396,1334320141.1
"14863",26415,1334324768.523
"14864",26387,1334325505.69
"14865",26390,1334326619.517
"14866",26416,1334326775.673
"14867",26395,1334328189.81
"14868",26425,1334334647.367
"14869",25558,1334352209.833
"14870",26431,1334371734.807
"14871",26417,1334373618.39
"14872",9202,1334378946.21
"14873",26407,1334385841.18
"14874",25825,1334386496.13
"14875",26435,1334407578.4
"14876",26450,1334414611.53
"14877",26427,1334419857.48
"14878",26454,1334420164.183
"14879",26450,1334424159.547
"14880",26450,1334426787.263
"14881",26451,1334433423.973
"14882",26461,1334323390.68
"14883",26461,1334327673.56
"14884",26449,1334433696.447
"14885",15760,1334435450
"14886",26438,1334438765.157
"14887",26450,1334441843.423
"14888",26427,1334445737.07
"14889",26475,1334446160.807
"14890",11602,1334446621.53
"14891",26450,1334454971.573
"14892",26469,1334455601.457
"14893",26450,1334458325.927
"14894",26451,1334467473.617
"14895",26473,1334472217.56
"14896",26473,1334475406.633
"14897",26473,1334484639.92
"14898",26276,1334486928.767
"14899",26144,1334487420.397
"14900",26500,1334502135.947
"14901",26502,1334505626.13
"14902",26502,1334506791.123
"14903",26352,1334517129.713
"14904",26505,1334518499.223
"14905",26486,1334519117.863
"14906",26512,1334537196.637
"14907",26505,1334550591.087
"14908",26518,1334563188.91
"14909",26497,1334571125.977
"14910",26518,1334573764.857
"14911",26521,1334574778.453
"14912",26510,1334580177.553
"14913",26529,1334581423.997
"14914",26485,1334582124.76
"14915",11602,1334584606.113
"14916",26531,1334585248.377
"14917",26523,1334586240.093
"14918",26539,1334525534.823
"14919",26537,1334588578.207
"14920",26461,1334593629.097
"14921",26537,1334595955.883
"14922",26549,1334599801.817
"14923",26505,1334599884.013
"14924",26486,1334601458.97
"14925",26486,1334602588.863
"14926",26552,1334605968.313
"14927",26528,1334606272.173
"14928",26562,1334608908.987
"14929",26562,1334610847.197
"14930",26552,1334616466.707
"14931",26570,1334620273.153
"14932",26570,1334621318.23
"14933",26571,1334621408.997
"14934",26568,1334621516.853
"14935",26531,1334632957.167
"14936",26577,1334633698.083
"14937",26578,1334633742.203
"14938",26591,1334661010.85
"14939",25733,1334662044.633
"14940",26531,1334662713.09
"14941",26591,1334663616.27
"14942",26585,1334664881.58
"14943",26193,1334665001.157
"14944",25311,1334665956.533
"14945",26580,1334667201.883
"14946",26570,1334668444.463
"14947",26432,1334670154.323
"14948",26598,1334673205.923
"14949",26528,1334674194.803
"14950",26608,1334675184.4
"14951",26606,1334680483.533
"14952",26584,1334685012.19
"14953",26432,1334685311.617
"14954",26613,1334687554.86
"14955",26585,1334692615.8
"14956",26606,1334694879.54
"14957",26624,1334695845.153
"14958",26502,1334696472.377
"14959",26502,1334697728.83
"14960",26623,1334700032.413
"14961",26619,1334701928.24
"14962",26637,1334707640.433
"14963",24878,1334708503.69
"14964",25181,1334710511.557
"14965",26611,1334711273.617
"14966",26637,1334711348.373
"14967",25848,1334717291.093
"14968",26649,1334720480.82
"14969",26561,1334723669.087
"14970",26650,1334735659.937
"14971",26430,1334739184.41
"14972",26660,1334742140.757
"14973",26665,1334747057.347
"14974",26665,1334750426.32
"14975",26650,1334751233.053
